,Year,DataNeeded,BloodinHand (ref. priority extraction sheet for location of sample) ,,Metal,ColorCombo,Sex,DateLastCaptured,Status,Location,Age,ColorCrest,ColorProximalLowerMmandible,BloodTaken,FeathersTaken,Mass,Tarsus,Wing,RFID,,,,,,,
,2021,,Yes,,271156783,GRB,,6/14/2021,R,NB94,Nestling,,,Y,,14.7,,,01103F697C,,,,,,,
,2021,,Yes,,271156782,GGR,,6/14/2021,R,NB94,Nestling,,,Y,,16.2,,,01103F4082,,,,,,,
,2021,,Yes,,271156792,GOW,,6/14/2021,N,NB94,Nestling,,,Y,,15.1,,,01103FD79B,,,,,,,
,2021,,Yes,,271156793,GON,,6/14/2021,N,NB94,Nestling,,,Y,,12.3,,,01103FB042,,,,,,,
,2021,,Yes,,271156794,GOL,,6/14/2021,N,NB94,Nestling,,,Y,,13.9,,,01103F4259,,,,,,,
,2021,,Yes,,271156795,GOR,,6/14/2021,N,NB94,Nestling,,,Y,,13,,,01103F3D86,,,,,,,
,2021,,Yes,,271156796,GOY,,6/14/2021,N,NB94,Nestling,,,Y,,15.4,,,01103FB330,,,,,,,
,2021,,Yes,,271156797,SNW,,6/15/2021,N,NB37,AHY,1,2-Jan,Y,,16.7,19.2,70,01103FE424,,,,,,,
,2021,,Yes,,271156798,SWT,,6/15/2021,N,F11,AHY,3,2,Y,,19,,,01103FE5D7,,,,,,,
,2021,,Yes,,271156800,GSB,,6/15/2021,N,NB31,Nestling,,,Y,,16.7,,,01103F3CAA,,,,,,,
,2021,,Yes,,271156801,GSL,,6/15/2021,N,NB31,Nestling,,,Y,,16.3,,,01103F3B3A,,,,,,,
,2021,,Yes,,271156802,GSR,,6/15/2021,N,NB31,Nestling,,,Y,,16.3,,,01103F669D,,,,,,,
,2021,,Yes,,271156803,GSY,,6/15/2021,N,NB31,Nestling,,,Y,,15,,,01103F9B55,,,,,,,
,2021,,Yes,,271156804,GSW,,6/15/2021,N,NB31,Nestling,,,Y,,16,,,01103F89EF,,,,,,,
,2021,,Yes,,271156805,GSG,,6/15/2021,N,NB31,Nestling,,,Y,,17.8,,,01103FA94D,,,,,,,
,2021,,Yes,,244160916,YBB,,6/16/2021,P,NB62,ASY,3,2,Y,,19.3,20.6,78.2,,,,,,,,
,2021,,Yes,,271156806,SYY,,6/16/2021,N,F6,ASY,2,3,Y,,20.1,21,76.2,01103FDE7D,,,,,,,
,2021,,,,244160952,SSR,,6/16/2021,R,F4,,,,,,,,,,,,,,,,
,2021,,,,271156785,SSL,,6/16/2021,R,F5,,,,,,18.6,20.4,77.1,,,,,,,,
,2021,,,,271156770,SSY,,6/16/2021,R,F6,HY,1,1,,,,,,,,,,,,,
,2021,,,,271156781,SST,,6/16/2021,R,F6,AHY,2,2,,,,19.2,78,,,,,,,,
,2021,,Yes,,271156807,STT,,6/16/2021,N,F17,ASY,2,3,Y,,21,21.6,79,01103FE50B,,,,,,,
,2021,,,,244160951,YTY,,6/16/2021,R,F5,AHY,2,2,,,,19.7,78.2,,,,,,,,
,2021,,Yes,,271156808,SLT,,6/16/2021,N,NB31,AHY,2,1,Y,,15.9,19.4,75.1,01103FD87D,,,,,,,
,2021,,Yes,,271156809,SLL,,6/16/2021,N,F7,HY,1,1,Y,,16.5,,,01103FDD6A,,,,,,,
,2021,,Yes,,244160959,SWW,,6/16/2021,R,F4,AHY,2,1,Y,,17.5,19.4,73.1,,,,,,,,
,2021,,Yes,,271156810,GTT,,6/18/2021,N,NB62,Nestling,,,Y,,15.6,,,01103FD119,,,,,,,
,2021,,Yes,,271156811,GTS,,6/18/2021,N,NB62,Nestling,,,Y,,16.2,,,01103FC3A4,,,,,,,
,2021,,Yes,,271156812,GTL,,6/18/2021,N,NB62,Nestling,,,Y,,16.3,,,01103F9ABF,,,,,,,
,2021,,Yes,,271156814,GTR,,6/18/2021,N,NB62,Nestling,,,Y,,17.9,,,01103F554F,,,,,,,
,2021,,Yes,,271156816,GTY,,6/18/2021,N,NB62,Nestling,,,Y,,17.8,,,01103F5C26,,,,,,,
,2021,,Yes,,271156818,GTB,,6/18/2021,N,NB62,Nestling,,,Y,,17.5,,,01103FD11F,,,,,,,
,2021,,Yes,,271156813,SWL,,6/18/2021,N,F14,ASY,3,3,Y,,21,21,78,01103FE08B,,,,,,,
,2021,,Yes,,271156815,SWR,,6/18/2021,N,F18,AHY,2,2,Y,,,,,01103FD895,,,,,,,
,2021,,Yes,,271156817,SYS,,6/18/2021,N,F18,HY,1,1,Y,,18.5,19.1,77,01103FE350,,,,,,,
,2021,,Yes,,271156899,SYO,,6/18/2021,N,F17,HY,1,1,Y,,,,,01103FE6BF,,,,,,,
,2021,,Yes,,271156819,SNG,,6/18/2021,N,F17,HY,1,1,Y,,17.1,19.1,72,01103FE613,,,,,,,
,2021,,Yes,,271156820,SNT,,6/18/2021,N,F17,AHY,2,1,Y,,17,21.7,75,01103FE263,,,,,,,
,2021,,,,271156808,SLT,,6/18/2021,R,F18,.,.,.,.,,.,.,.,.,,,,,,,
,2021,,Yes,,271156821,GWB,,6/21/2021,N,NB12,Nestling,,,Y,,16,,,01103FDFB5,,,,,,,
,2021,,Yes,,271156822,GWL,,6/21/2021,N,NB12,Nestling,,,Y,,16.9,,,01103F4F27,,,,,,,
,2021,,Yes,,271156823,GWR,,6/21/2021,N,NB12,Nestling,,,Y,,16.2,,,01103FC0D2,,,,,,,
,2021,,Yes,,271156824,GWY,,6/21/2021,N,NB12,Nestling,,,Y,,16.2,,,01103F415F,,,,,,,
,2021,,Yes,,271156825,GNB,,6/21/2021,N,NB43,Nestling,,,Y,,17.7,,,01103F3CEA,,,,,,,
,2021,,Yes,,271156826,GNL,,6/21/2021,N,NB43,Nestling,,,Y,,18.8,,,01103F6DC0,,,,,,,
,2021,,Yes,,271156832,GBS,,6/22/2021,N,NB73,Nestling,,,Y,,16.6,,,01103F8E33,,,,,,,
,2021,,Yes,,271156838,GBN,,6/22/2021,N,NB73,Nestling,,,Y,,16,,,01103FBB1F,,,,,,,
,2021,,Yes,,271156834,GLG,,6/22/2021,N,NB73,Nestling,,,Y,,16.1,,,01103FDFB3,,,,,,,
,2021,,Yes (get more),,271156828,GBW,,6/22/2021,N,NB85,Nestling,,,Y-get more,,15.3,,,01103F5C94,,,,,,,
,2021,,Yes,,271156842,GBG,,6/22/2021,N,NB85,Nestling,,,Y,,15.1,,,01103F6808,,,,,,,
,2021,,Yes,,271156833,GBT,,6/22/2021,N,NB85,Nestling,,,Y,,17,,,01103FD114,,,,,,,
,2021,,Yes,,271156835,GBO,,6/22/2021,N,NB85,Nestling,,,Y,,16.9,,,01103F88D0,,,,,,,
,2021,,Yes,,271156843,GRG,,6/22/2021,N,NB92,Nestling,,,Y,,18,,,01103F9A3C,,,,,,,
,2021,,Yes (get more),,271156840,GRT,,6/22/2021,N,NB92,Nestling,,,Y-get more,,18.6,,,01103F5288,,,,,,,
,2021,,Yes,,271156846,GRS,,6/22/2021,N,NB92,Nestling,,,Y,,17,,,01103FC967,,,,,,,
,2021,,Yes,,271156829,GRN,,6/22/2021,N,NB92,Nestling,,,Y,,18.5,,,01103FDAB2,,,,,,,
,2021,,Yes,,271156831,GYB,,6/22/2021,N,NB92,Nestling,,,Y,,17.9,,,01103FC978,,,,,,,
,2021,,Yes,,271156845,GYL,,6/22/2021,N,NB92,Nestling,,,Y,,16.3,,,01103FC804,,,,,,,
,2021,,,,271156770,SSY,,6/22/2021,R,F6,HY,1,1,,,,,,,,,,,,,
,2021,,Yes,,271156849,GNN,,6/22/2021,N,NB23,Nestling,,,Y,,18.2,,,01103F8E2E,,,,,,,
,2021,,Yes,,271156850,GNS,,6/22/2021,N,NB23,Nestling,,,Y,,17.9,,,01103FB849,,,,,,,
,2021,,Yes,,271156851,GNO,,6/22/2021,N,NB23,Nestling,,,Y,,17.7,,,01103FCB81,,,,,,,
,2021,,Yes,,271156852,GNG,,6/22/2021,N,NB23,Nestling,,,Y,,17.1,,,01103FDCF6,,,,,,,
,2021,,Yes,,271156854,GNW,,6/22/2021,N,NB23,Nestling,,,,,15.8,,,01103FD264,,,,,,,
,2021,,,,271156724,YNL,,6/22/2021,R,F5,HY,,,,,,20.1,75.2,,,,,,,,
,2021,,Yes,,271156853,SON,,6/22/2021,N,F6,HY,1,1,Y,,18.1,20.8,74.8,01103FE73C,,,,,,,
,2021,,,,271156806,SYY,,6/22/2021,R,F6,,,,,,,,,,,,,,,,
,2021,,Yes,,271156855,SOS,,6/22/2021,N,F6,HY,1,1,Y,,19.6,20.8,78,01103FD853,,,,,,,
,2021,,,,271156781,SST,,6/22/2021,R,F6,,,,,,,,,,,,,,,,
,2021,,Yes,,271156856,GSN,,6/22/2021,N,NB37,Nestling,,,Y,,15.6,,,01103FCADE,,,,,,,
,2021,,Yes,,271156858,GSS,,6/22/2021,N,NB37,Nestling,,,,,15.4,,,01103F3E66,,,,,,,
,2021,,Yes,,271156841,GLT,,6/22/2021,N,NB71,Nestling,,,Y,,19.7,,,01103FD1C3,,,,,,,
,2021,,Yes,,271156837,GLO,,6/22/2021,N,NB71,Nestling,,,Y,,18.9,,,01103F7DFA,,,,,,,
,2021,,Yes,,271156839,GLS,,6/22/2021,N,NB71,Nestling,,,Y,,16.7,,,01103FBF6E,,,,,,,
,2021,,Yes,,271156844,GLN,,6/22/2021,N,NB71,Nestling,,,Y,,17.7,,,01103FC5D8,,,,,,,
,2021,,Yes,,271156857,SWO,,6/23/2021,N,F3,HY,1,1,Y,,17.4,20.4,78.9,01103FDEE9,,,,,,,
,2021,,,,244102151,YTG,,6/23/2021,R,F2,,,,,,,,,,,,,,,,
,2021,,,,271156790,SGY,,6/23/2021,R,F2,,,,,,,,,,,,,,,,
,2021,,,,271156746,SBT,,6/23/2021,R,F12,,,,,,18.8,,,,,,,,,,
,2021,,,,244102109,RBN,,6/23/2021,R,F12,,,,,,,19.6,77,,,,,,,,
,2021,,,,244102106,RBB,,6/23/2021,R,F12,,,,,,,24.7,78.3,,,,,,,,
,2021,,,,244102182,YOS,,6/23/2021,R,F4,,,,,,,,,,,,,,,,
,2021,,,,244102154,SGG,,6/23/2021,R,F3,,,,,,21.2,21.1,74.5,,,,,,,,
,2021,,Yes,,271156859,,,6/23/2021,N,F13,HY,1,1,Y,,19.5,22.5,79,01103FDCD7,,,,,,,
,2021,,,,271156770,SSY,,6/24/2021,R,F6,,,,,,,,,,,,,,,,
,2021,,Yes,,271156860,SWN,,6/24/2021,N,F10,AHY,2,2,Y,,16.9,20.4,73.5,01103FDDCB,,,,,,,
,2021,,Yes,,271156861,SOW,,6/24/2021,N,F14,HY,1,1,Y,,18.1,19.6,73.5,01103FE1EE,,,,,,,
,2021,,Yes,,271156813,SWL,,6/24/2021,R,F14,,,,,,,,,,,,,,,,
,2021,,Yes,,271156862,SOR,,6/24/2021,N,F9,HY,1,1,Y,,18.2,20.6,73,01103FE548,,,,,,,
,2021,,,,271156724,YNL,,6/24/2021,R,F5,,,,,,,20.2,74,,,,,,,,
,2021,,Yes,,271156819,SNG,,6/25/2021,R,F17,,,,,,,,,,,,,,,,
,2021,,,,244102131,YSS,,6/25/2021,R,F18,,,,,,,,,,,,,,,,
,2021,,,,271156859,,,6/25/2021,R,F4,,,,,,,,,,,,,,,,
,2021,,,,271156747,STO,,6/25/2021,R,F16,,,,,,,,,,,,,,,,
,2021,,,,244102107,RBS,,6/25/2021,R,F12,,,,,,,22.8,76,,,,,,,,
,2021,,,,244102049,SRW,,6/25/2021,R,F16,,,,,,,20.6,78.5,,,,,,,,
,2021,,,,244160923,SRY,,6/25/2021,R,F17,,2,,,,,,74,,,,,,,,
,2021,,,,244160974,RLR,,6/25/2021,R,F16,,,,,,,20.4,75,,,,,,,,
,2021,,,,271156863,SOL,,6/25/2021,N,F16,HY,1,1,N,,16.3,19.3,73,01103FE2C4,,,,,,,
,2021,,Yes,,271156864,SYB,,6/25/2021,N,F17,AHY,2,1,Y,,21.8,21.3,77.5,01103FE78A,,,,,,,
,2021,,Yes,,271156865,SOO,,6/25/2021,N,F11,HY,1,1,Y,,17.4,19.8,74,01103FDE8D,,,,,,,
,2021,,,,271156724,YNL,,6/25/2021,R,F13,,,,,,,,,,,,,,,,
,2021,,,,244102186,YOT,,6/28/2021,R,F14,,,,,,,20,71,,,,,,,,
,2021,,,,271156857,SWO,,6/28/2021,R,F3,,,,,,,,,,,,,,,,
,2021,,,,271156855,SOS,,6/28/2021,R,F6,,,,,,,,,,,,,,,,
,2021,,Yes,,271156866,SYL,,6/28/2021,N,F5,,1,1,Y,,16.9,22.2,70,01103FD9E1,,,,,,,
,2021,,,,271156724,YNL,,6/28/2021,R,F5,,,,,,,,,,,,,,,,
,2021,,,,271156867,STO,,6/28/2021,N,F9,,,,N,,,,,01103FDFE2,,,,,,,
,2021,,Yes,,271156868,SNO,,6/28/2021,N,F6,ASY,3,2,Y,,18.8,19.7,77,01103FD9C8,,,,,,,
,2021,,,,244102154,SGG,,6/28/2021,R,F3,,,,,,,,,,,,,,,,
,2021,,,,271156861,SOW,,6/28/2021,R,F14,,,,,,,,,,,,,,,,
,2021,,,,244160952,SSR,,6/28/2021,R,F4,,3,2,,,,,71,,,,,,,,
,2021,,Yes,,271156870,SLY,,6/28/2021,N,F9,,1,1,Y,,17.3,23.2,72,01103FE10C,,,,,,,
,2021,,Yes,,271156871,STR,,6/28/2021,N,F4,,1,1,Y,,16.5,19.6,70,01103FE2E2,,,,,,,
,2021,,,,271156855,SOS,,6/28/2021,R,F7,HY,,,,,,,,,,,,,,,
,2021,,Yes,,271156864,SYB,,6/29/2021,R,F?,HY,,,,,,,,,,,,,,,
,2021,,Yes,,271156872,SLR,,6/30/2021,N,F12,HY,1,1,Y,,16.6,20.7,74,01103FE4D3,,,,,,,
,2021,,,,see note,?tt,,6/30/2021,R,F12,AHY,,,,,,,,,,,,,,,
,2021,,,,244102106,RBB,,6/30/2021,R,F12,,,,,,,,,,,,,,,,
,2021,,,,271156865,SOO,,6/30/2021,R,F11,,,,,,,,,,,,,,,,
,2021,,Yes,,271156873,GNT,,6/30/2021,N,F11,HY,1,1,Y,,17.7,20.3,75,01103F45FC,,,,,,,
,2021,,,,244102106,RBB,,6/30/2021,R,F12,HY,,,,,,,,,,,,,,,
,2021,,,,244102107,RBS,,6/30/2021,R,F12,HY,,,,,,,,,,,,,,,
,2021,,,,244160874,RON,,6/30/2021,R,F10,HY,1,1,,,,19.8,72.5,,,,,,,,
,2021,,Yes,,271156874,GYY,,6/30/2021,N,F6,HY,1,1,Y,,18.8,20.4,74.8,01103FD8DE,,,,,,,
,2021,,,,271156855,SOS,,6/30/2021,R,F6,HY,,,,,,,,,,,,,,,
,2021,,,,271156815,SWR,,7/1/2021,R,F21,,,,,,18.4,21.4,71,,,,,,,,
,2021,,,,244102162,YSG,,7/1/2021,R,F20,HY,1,1,,,,20.6,75,,,,,,,,
,2021,,,,271156875,GYO,,7/1/2021,N,F18,HY,1,1,Y,,16.6,20,73,01103F9EDF,,,,,,,
,2021,,,,271156876,GGT,,7/1/2021,N,F16,AHY,2,2,N,,,,,01103FBA7A,,,,,,,
,2021,,,,271156819,SNG,,7/1/2021,R,F17,,,,,,,,,,,,,,,,
,2021,,,,271156877,GNR,,7/1/2021,N,F16,HY,1,1,Y,,17.2,19.1,72,01103FCC39,,,,,,,
,2021,,,,271156878,GTO,,7/1/2021,N,F16,HY,1,1,Y,,18.9,19.9,75,01103FB1BD,,,,,,,
,2021,,,,271156879,GOB,,7/1/2021,N,F18,AHY,2,1,Y,,19.3,23.8,76,01103F60DE,,,,,,,
,2021,,,,271156880,GTN,,7/1/2021,N,F20,HY,1,1,Y,,17.5,22.6,74,01103F601E,,,,,,,
,2021,,,,271156807,STT,,7/1/2021,R,F16,,,,,,,,,,,,,,,,
,2021,,,,271156899,SYO,,7/1/2021,R,F17,,,,,,,,,,,,,,,,
,2021,,,,271156819,SNG,,7/7/2021,R,F17,,,,,,,,,,,,,,,,
,2021,,,,271156862,SOR,,7/7/2021,R,F9,,,,,,,,,,,,,,,,
,2021,,,,244102162,YSG,,7/7/2021,R,F20,,,,,,,,,,,,,,,,
,2021,,,,271156881,STL,,7/7/2021,N,F8,HY,1.5,1,Y,,17.8,18.3,75.2,01103FA746,,,,,,,
,2021,,,,271156899,SYO,,7/7/2021,R,F17,,,,,,,,,,,,,,,,
,2021,,,,,SLY,,7/7/2021,,,,,,,,,,,,,,,,,,
,2021,,,,244102161,YSR,,7/7/2021,,,,1,1,,,,19.2,77,,,,,,,,
,2021,,,,271156867,STO,,7/7/2021,R,F9,HY,1,1,N,,,19.8,72.5,,,,,,,,
,2021,,,,271156882,SNS,,7/7/2021,N,F8,ASY,3,2,Y,,18.4,,73,01103FD94F,,,,,,,
,2021,,,,271156883,SNN,,7/7/2021,N,F8,HY,1,1,N,,,,,01103FDADA,,,,,,,
,2021,,,,244102182,YOS,,7/8/2021,R,F4,,,,,,,,,,,,,,,,
,2021,,,,244102154,SGG,,7/8/2021,R,F3,,,,,,20.7,20.2,73.8,,,,,,,,
,2021,,,,271156859,,,7/8/2021,R,F3,,,,,,,,,,,,,,,,
,2021,,,,271156899,SYO,,7/8/2021,R,F17,,,,,,,20.1,76.2,,,,,,,,
,2021,,,,271156724,YNL,,7/8/2021,R,F5,,,,,,,,,,,,,,,,
,2021,,yes,,271156884,SOT,,7/8/2021,N,F18,AHY,2,2,Y,,19.5,16.4,75.8,01103FD8BC,,,,,,,
,2021,,yes,,271156885,SYN,,7/8/2021,N,F18,HY,1,1,Y,,18.8,17.3,74.5,01103FDBB8,,,,,,,
,2021,,yes,,271156886,SLW,,7/10/2021,N,F7,HY,1,1,Y,,19.2,20.9,75.5,01103FE31E,,,,,,,
,2021,,yes,,271156887,SLN,,7/10/2021,N,F7,HY,1,1,Y,,16.4,19.2,73,01103FDABD,,,,,,,
,2021,,,,271156888,GYW,,7/10/2021,N,mistnet by F7,HY,1,1,Y,,20.2,20.6,72,01103FB6DC,,,,,,,
,2021,,yes,,271156889,GYG,,7/10/2021,N,mistnet by F7,HY,1,1,Y,,18.5,18.6,71.5,01103F8DDC,,,,,,,
,2021,,,,271156890,GWW,,9/25/2021,N,F3,HY,2,1,Y,,18.3,19.6,72,01103FD511,,,,,,,
,2021,,,,271156891,GWG,,10/2/2021,N,F8,HY,2,1,Y,,18.9,20.1,71,01103FB6D5,,,,,,,
,2021,,,,271156892,GWT,,10/9/2021,N,F8,AHY,3,3,N,,-,-,-,01103F7A59,,,,,,,
,2021,,,,244102066,YRB,,10/9/2021,R,F8,ASY,3,2,-,,18,20.5,76,-,,,,,,,
,2021,,,,244160984,RON,,10/9/2021,R,F8,AHY,2,2,-,,18.9,20.2,75.5,-,,,,,,,
,2021,,,,271156823,GWR,,11/13/2021,R,F7,HY,3,2,-,,-,19.6,73,-,,,,,,,
,2021,,,,271156781,SST,,11/13/2021,R,F7,-,-,-,-,,-,-,-,-,,,,,,,
,2021,,,,271156893,GWT,,11/13/2021,N,F5,AHY,3,2,-,,18.8,20.9,76.5,01103F3CBC,,,,,,,
,2021,,,,271156891,GWG,,11/13/2021,R,F8,-,-,-,-,,-,-,-,-,,,,,,,
,2021,,,,271156894,GWO,,11/13/2021,N,F8,AHY,3,2,Y,,16.5,18.7,71.5,01103F6B93,,,,,,,
,2022,,,,271156895,GWS,,2/20/2022,N,F9,AHY,3,3,Y,,20.3,21.7,78,01103F5781,,,,,,,
,2022,,,,271156888,GYW,,2/20/2022,R,F8,,,,,,,,,,,,,,,,
,2022,,,,244102161,YSR,,2/20/2022,R,F5,AHY,2,2,N,,17.1,20.9,77,,,,,,,,
,2022,,,,271156871,STR,,2/20/2022,R,F5,,,,,,,,,,,,,,,,
,2022,,,,271156781,SST,,5/1/2022,R,F6,,,,,,,,,,,,,,,,
,2022,,,,269121901,CGR,,5/1/2022,N,NB18,Nestling,,,Y,,20.5,,,3B0018D368,,,,,,,
,2022,,,,269121902,COW,,5/1/2022,N,NB18,Nestling,,,Y,,18,,,3B0018734E,,,,,,,
,2022,,,,269121903,CRY,,5/1/2022,N,NB18,Nestling,,,Y,,19.8,,,3B0018A9D4,,,,,,,
,2022,,,,269121904,COY,M,5/1/2022,N,NB54,Nestling,,,Y,,16.6,,,3B0018CF5F,,,,,,,
,2022,,,,269121891,CTR,,5/1/2022,N,NB24,Nestling,,,Y,,16.7,,,3B0018C37B,,,,,,,
,2022,,,,269121889,CTY,,5/1/2022,N,NB24,Nestling,,,Y,,18.5,,,3B001A8AAB,,,,,,,
,2022,,,,269121888,CTT,,5/1/2022,N,NB24,Nestling,,,Y,,16.5,,,3B00194116,,,,,,,
,2022,,,,269121893,CTO,,5/1/2022,N,NB24,Nestling,,,Y,,17.9,,,3B00188F3C,,,,,,,
,2022,,,,269121892,CTL,,5/1/2022,N,NB24,Nestling,,,Y,,19.9,,,3B001871FB,,,,,,,
,2022,,,,269121899,CLY,,5/1/2022,N,NB21,Nestling,,,Y,,18.8,,,3B0018B735,,,,,,,
,2022,,,,269121898,CLL,,5/1/2022,N,NB21,Nestling,,,Y,,17.1,,,3B00193CC2,,,,,,,
,2022,,,,269121897,CLR,,5/1/2022,N,NB21,Nestling,,,Y,,18.1,,,3B0018F379,,,,,,,
,2022,,,,269121896,CLN,,5/1/2022,N,NB21,Nestling,,,Y,,16.8,,,3B0048260E,,,,,,,
,2022,,,,269121895,CLT,,5/1/2022,N,NB21,Nestling,,,Y,,17.1,,,3B0018A3E1,,,,,,,
,2022,,,,269121894,CLO,,5/1/2022,N,NB21,Nestling,,,Y,,17.4,,,3B0018191A,,,,,,,
,2022,,,,269121801,COO,,5/4/2022,N,NB54,Nestling,,,Y,,15.4,19.3,,3B0018FAE7,,,,,,,
,2022,,,,269121887,COB,,5/4/2022,N,NB54,Nestling,,,Y,,16.3,19.4,,3B0018327E,,,,,,,
,2022,,,,269121802,COT,,5/4/2022,N,NB54,Nestling,,,Y,,17.9,20,,3B00190EF6,,,,,,,
,2022,,,,269121803,COL,,5/4/2022,N,NB54,Nestling,,,Y,,17.4,18.8,,3B0018E07F,,,,,,,
,2022,,,,269121804,CON,,5/4/2022,N,NB54,Nestling,,,Y,,16.1,18.9,,3B0048E860,,,,,,,
,2022,,,,269121805,CBB,,5/4/2022,N,NB16,Nestling,,,Y,,17.1,20,,3B0018CD44,,,,,,,
,2022,,,,269121806,CBO,,5/4/2022,N,NB16,Nestling,,,Y,,16.9,19.7,,3B00193B6A,,,,,,,
,2022,,,,269121807,CNN,,5/4/2022,N,NB12,Nestling,,,Y,,18.7,21.9,,3B00193738,,,,,,,
,2022,,,,269121808,CNO,,5/4/2022,N,NB12,Nestling,,,Y,,17.1,19.1,,3B0018E727,,,,,,,
,2022,,,,269121810,CNB,,5/4/2022,N,NB12,Nestling,,,Y,,16.9,19.3,,3B0018891E,,,,,,,
,2022,,,,269121811,#NAME?,,5/4/2022,N,NB12,Nestling,,,Y,,16.3,17.1,,,,,,,,,
,2022,,,,269121812,CNL,,5/4/2022,N,NB12,Nestling,,,Y,,17.9,20.3,,3B00181942,,,,,,,
,2022,,,,269121872,CYT,,5/8/2022,N,NB43,Nestling,,,Y,,17.4,20.6,,3B00186B6F,,,,,,,
,2022,,,,269121871,CYL,,5/8/2022,N,NB43,Nestling,,,Y,,18.2,20.8,,3B00189986,,,,,,,
,2022,,,,269121870,CYN,,5/8/2022,N,NB43,Nestling,,,Y,,18.4,21.6,,3B00184A3D,,,,,,,
,2022,,,,269121809,CBT,,5/8/2022,N,NB53,Nestling,,,Y,,17,19.4,,3B00185E96,,,,,,,
,2022,,,,269121886,CBL,,5/8/2022,N,NB53,Nestling,,,Y,,17.7,19.2,,3B0048482A,,,,,,,
,2022,,,,269121885,CBN,,5/8/2022,N,NB53,Nestling,,,Y,,16.8,19.7,,3B0019CF1B,,,,,,,
,2022,,,,269121884,CBY,,5/8/2022,N,NB53,Nestling,,,Y,,17.9,19.7,,3B00192760,,,,,,,
,2022,,,,269121883,CBR,,5/8/2022,N,NB53,Nestling,,,Y,,,,,3B001879FD,,,,,,,
,2022,,,,269121882,CTB,,5/8/2022,N,NB8,Nestling,,,Y,,16.2,19.8,,3B004A7418,,,,,,,
,2022,,,,269121881,CTN,,5/8/2022,N,NB8,Nestling,,,Y,,16.9,19.5,,01103FE5B9,,,,,,,
,2022,,,,269121880,CTS,,5/8/2022,N,NB8,Nestling,,,Y,,17.5,19.3,,3B001840DE,,,,,,,
,2022,,,,269121879,CNY,,5/8/2022,N,NB64,Nestling,,,Y,,17.8,18.8,,3B00190C63,,,,,,,
,2022,,,,269121878,CNR,,5/8/2022,N,NB64,Nestling,,,Y,,18.7,20,,3B001900AE,,,,,,,
,2022,,,,269121877,CNS,,5/8/2022,N,NB64,Nestling,,,Y,,18.9,19.8,,3B00192F75,,,,,,,
,2022,,,,269121876,CNW,,5/8/2022,N,NB64,Nestling,,,Y,,18.5,20.1,,3B00193803,,,,,,,
,2022,,,,269121813,CNG,,5/8/2022,N,NB64,Nestling,,,Y,,19.2,20.5,,3B0019327D,,,,,,,
,2022,,,,269121875,CYY,,5/8/2022,N,NB43,Nestling,,,Y,,18.4,19.3,,3B0018D13E,,,,,,,
,2022,,,,269121874,CYO,,5/8/2022,N,NB43,Nestling,,,Y,,18.4,19.6,,3B0018B786,,,,,,,
,2022,,,,269121873,CYB,,5/8/2022,N,NB43,Nestling,,,Y,,19,19.3,,3B00193746,,,,,,,
,2022,,,,271156896,CRR,,5/11/2022,N,NB20,Nestling,,,Y,,18.1,19.3,,3B0018D330,,,,,,,
,2022,,,,271156897,CRO,,5/11/2022,N,NB20,Nestling,,,Y,,17.9,20.2,,3B00183C83,,,,,,,
,2022,,,,271156898,CRB,,5/11/2022,N,NB20,Nestling,,,Y,,19.2,19.9,,3B0018E35B,,,,,,,
,2022,,,,269121817,CRT,,5/11/2022,N,NB20,Nestling,,,Y,,18.1,20,,3B00191D69,,,,,,,
,2022,,,,269121869,CRL,,5/11/2022,N,NB20,Nestling,,,Y,,18.8,19.8,,3B00490397,,,,,,,
,2022,,,,269121814,CSS,,5/11/2022,N,NB7,Nestling,,,Y,,18.3,19.1,,3B00185C36,,,,,,,
,2022,,,,269121815,CSO,,5/11/2022,N,NB7,Nestling,,,Y,,17.9,18.8,,3B00189779,,,,,,,
,2022,,,,269121816,CSB,,5/11/2022,N,NB7,Nestling,,,Y,,19.8,20.2,,3B001878C4,,,,,,,
,2022,,,,269121818,CST,,5/11/2022,N,NB7,Nestling,,,Y,,18.1,19.3,,3B0018FA74,,,,,,,
,2022,,,,269121819,CSL,,5/11/2022,N,NB7,Nestling,,,Y,,16.5,18.3,,3B0018FA42,,,,,,,
,2022,,,,269121820,CWW,,5/11/2022,N,NB25,Nestling,,,Y,,19.8,20.9,,3B00188A83,,,,,,,
,2022,,,,269121821,CWO,,5/11/2022,N,NB25,Nestling,,,Y,,16.2,19.5,,3B001896EB,,,,,,,
,2022,,,,269121822,CWB,,5/11/2022,N,NB25,Nestling,,,Y,,16.9,19.7,,3B00192B05,,,,,,,
,2022,,,,269121823,CWT,,5/11/2022,N,NB25,Nestling,,,Y,,18.4,20.5,,3B0048FEC5,,,,,,,
,2022,,,,269121824,CWL,,5/11/2022,N,NB25,Nestling,,,Y,,17,20,,3B00192FAB,,,,,,,
,2022,,,,269121833,CGT,,5/15/2022,N,NB45,Nestling,,,Y,,17.1,20,,3B0019491B,,,,,,,
,2022,,,,269121834,CGL,,5/15/2022,N,NB45,Nestling,,,Y,,18,20.4,,3B004802E0,,,,,,,
,2022,,,,269121835,CGN,,5/15/2022,N,NB45,Nestling,,,Y,,17.1,20,,3B001931DA,,,,,,,
