,Year,DataNeeded,BloodinHand (ref. priority extraction sheet for location of sample) ,,Metal,ColorCombo,Sex,DateLastCaptured,Status,Location,Age,ColorCrest,ColorProximalLowerMmandible,BloodTaken,FeathersTaken,Mass,Tarsus,Wing,RFID,,,,,,,
,2021,,yes,,244160989,OB,,4/22/2021,N,NB53,Nestling,,,Y,,13.7,,,,,,,,,,
,2021,,yes,,244160975,RWB,,4/22/2021,N,NB17,Nestling,,,Y,,20.4,,,01103F533B,,,,,,,
,2021,,yes,,244160976,RWY,,4/22/2021,N,NB17,Nestling,,,Y,,18.8,,,01103F8D1C,,,,,,,
,2021,,yes,,244160977,RWT,,4/22/2021,N,NB17,Nestling,,,Y,,17.7,,,01103F8D88,,,,,,,
,2021,,yes,,244160978,RWO,,4/22/2021,N,NB17,Nestling,,,Y,,17.7,,,01103FAC13,,,,,,,
,2021,,yes,,244160979,RYW,,4/22/2021,N,NB18,Nestling,,,Y,,18.1,,,01103F3D2B,,,,,,,
,2021,,yes,,244160980,RYY,,4/22/2021,N,NB18,Nestling,,,Y,,18.5,,,01103FAF92,,,,,,,
,2021,,yes,,244160981,RYB,,4/22/2021,N,NB18,Nestling,,,Y,,18.7,,,01103F4F20,,,,,,,
,2021,,Yes,,244160998,RRO,,4/23/2021,N ,NB51,Nestling,,,Y,Y,18,,,01103FA8A2,,,,,,,
,2021,,yes,,244160999,RRN,,4/23/2021,N,NB51,Nestling,,,Y,,18.3,,,01103F415A,,,,,,,
,2021,,Yes,,244161000,RNN,,4/23/2021,N,NB98,Nestling,,,Y,,18,,,01103FD1C9,,,,,,,
,2021,,Yes,,244102101,RNR,,4/23/2021,N,NB98,Nestling,,,Y,,18.3,,,01103FCDAA,,,,,,,
,2021,,yes,,244102102,RNO,,4/23/2021,N,NB98,Nestling,,,Y,,16.9,,,01103F7BB8,,,,,,,
,2021,,yes,,244102103,RNY,,4/23/2021,N,NB98,Nestling,,,Y,,19.2,,,01103F9728,,,,,,,
,2021,,Yes,,244102104,RNT,,4/23/2021,N,NB98,Nestling,,,Y,,17.5,,,01103F898D,,,,,,,
,2021,,yes,,244102105,RNB,,4/23/2021,N,NB98,Nestling,,,Y,,18.4,,,01103F40FE,,,,,,,
,2021,,,,244160990,RSO,,4/23/2021,N,NB15,Nestling,,,Y,,16.6,,,01103FC685,,,,,,,
,2021,,Yes,,244160991,RSL,,4/23/2021,N,NB15,Nestling,,,Y,,17.2,,,01103F7369,,,,,,,
,2021,,yes,,244160992,RSR,,4/23/2021,N,NB15,Nestling,,,Y,,15.9,,,01103F8D11,,,,,,,
,2021,,yes,,244160993,RSY,,4/23/2021,N,NB15,Nestling,,,Y,,16.8,,,01103FAB5B,,,,,,,
,2021,,Yes,,244160994,RRR,,4/23/2021,N,NB57,Nestling,,,Y,,17.3,,,01103F6199,,,,,,,
,2021,,yes,,244160995,RRY,,4/23/2021,N,NB57,Nestling,,,Y,,19,,,01103F7426,,,,,,,
,2021,,Yes,,244160996,RRG,,4/23/2021,N,NB57,Nestling,,,Y,,18.5,,,01103F715D,,,,,,,
,2021,,Yes,,244160997,RRL,,4/23/2021,N,NB57,Nestling,,,Y,,20.3,,,01103F9C76,,,,,,,
,2021,,Yes,,244102119,SGB,,4/25/2021,N,NB24,Nestling,,,y,,17.9,,,01103FDD96,,,,,,,
,2021,,Yes,,244102121,SGS,,4/25/2021,N,NB24,Nestling,,,y,,17.3,,,01103FD85C,,,,,,,
,2021,,yes,,244102122,SGN,,4/25/2021,N,NB24,Nestling,,,y,,17.8,,,01103FDB23,,,,,,,
,2021,,Yes,,244102123,SGW,,4/25/2021,N,NB24,Nestling,,,y,,17.8,,,01103FE7CD,,,,,,,
,2021,,yes,,244102124,SGG,,4/25/2021,N,NB24,Nestling,,,y,,17,,,01103FDEDF,,,,,,,
,2021,,Yes,,244102125,SGT,,4/25/2021,N,NB24,Nestling,,,y,,18.7,,,01103FE290,,,,,,,
,2021,,Yes,,244102115,SSB,,4/25/2021,N,NB66,Nestling,,,Y,,20.3,,,01103FE698,,,,,,,
,2021,,Yes,,244102116,SSS,,4/25/2021,N,NB66,Nestling,,,Y,,18.5,,,01103FDE80,,,,,,,
,2021,,Yes,,244102117,SSN,,4/25/2021,N,NB66,Nestling,,,Y,,16.2,,,01103FDC49,,,,,,,
,2021,,Yes,,244102118,SSW,,4/25/2021,N,NB66,Nestling,,,Y,,18.2,,,01103FE59A,,,,,,,
,2021,,Yes,,244102120,SSG,,4/25/2021,N,NB66,Nestling,,,Y,,18.4,,,01103FE275,,,,,,,
,2021,,Yes,,244102111,STS,,4/25/2021,N,NB65,Nestling,,,Y,,17.1,,,01103FE1D7,,,,,,,
,2021,,Yes,,244102112,STN,,4/25/2021,N,NB65,Nestling,,,Y,,17,,,01103FE6B8,,,,,,,
,2021,,Yes,,244102113,STW,,4/25/2021,N,NB65,Nestling,,,Y,,18.4,,,01103FDDFF,,,,,,,
,2021,,yes,,244102114,STG,,4/25/2021,N,NB65,Nestling,,,Y,,18.5,,,01103FE6A0,,,,,,,
,2021,,Yes,,244102106,RBB,,4/25/2021,N,NB63,Nestling,,,Y,,18.4,,,01103FC73B,,,,,,,
,2021,,Yes,,244102107,RBS,,4/25/2021,N,NB63,Nestling,,,Y,,17.9,,,01103FAAA0,,,,,,,
,2021,,Yes,,244102109,RBN,,4/25/2021,N,NB63,Nestling,,,Y,,18.1,,,01103F8EA2,,,,,,,
,2021,,yes,,244102199,RBW,,4/25/2021,N,NB63,Nestling,,,Y,,17.8,,,01103F589C,,,,,,,
,2021,,Yes,,244102108,RBG,,4/25/2021,N,NB63,Nestling,,,Y,,17.6,,,01103F53F4,,,,,,,
,2021,,Yes,,244102110,RBO,,4/25/2021,N,NB63,Nestling,,,Y,,17,,,01103FCF07,,,,,,,
,2021,,Yes,,244102134,YWG,,4/28/2021,N,NB70,Nestling,,,Y,,18.4,,,01103F3F3B,,,,,,,
,2021,,yes,,244102135,YWT,,4/28/2021,N,NB70,Nestling,,,Y,,18.3,,,01103F487F,,,,,,,
,2021,,yes,,244102136,YWL,,4/28/2021,N,NB70,Nestling,,,Y,,19.3,,,01103F71F1,,,,,,,
,2021,,yes,,244102137,YWY,,4/28/2021,N,NB70,Nestling,,,Y,,19.6,,,01103F6E37,,,,,,,
,2021,,yes,,244102138,YWO,,4/28/2021,N,NB70,Nestling,,,Y,,20.1,,,01103F5DA9,,,,,,,
,2021,,Yes,,244102139,YWR,,4/28/2021,N,NB70,Nestling,,,Y,,19.3,,,01103F4037,,,,,,,
,2021,,Yes,,244102126,YBB,,4/28/2021,N,NB28,Nestling,,,Y,,18.8,,,01103F7768,,,,,,,
,2021,,Yes,,244102127,YBS,,4/28/2021,N,NB28,Nestling,,,Y,,18.3,,,01103F5C55,,,,,,,
,2021,,Yes,,244102128,YBN,,4/28/2021,N,NB28,Nestling,,,Y,,18,,,01103F7ADE,,,,,,,
,2021,,yes,,244102129,YBW,,4/28/2021,N,NB28,Nestling,,,Y,,18.9,,,01103F4F8C,,,,,,,
,2021,,yes,,244102130,YSB,,4/28/2021,N,NB30,Nestling,,,Y,,18,,,01103F8ABA,,,,,,,
,2021,,Yes,,244102131,YSS,,4/28/2021,N,NB30,Nestling,,,Y,,19,,,01103F53CD,,,,,,,
,2021,,Yes,,244102132,YSW ,,4/28/2021,N,NB30,Nestling,,,Y,,19.3,,,01103F51B2,,,,,,,
,2021,,Yes,,244102133,YST,,4/28/2021,N,NB30,Nestling,,,Y,,17.3,,,01103F4355,,,,,,,
,2021,,yes,,244102145,YGB,,4/29/2021,N,NB7,Nestling,,,Y,,18,,,01103F431F,,,,,,,
,2021,,yes,,244102146,YGS,,4/29/2021,N,NB7,Nestling,,,Y,,19.3,,,011016FE7D,,,,,,,
,2021,,yes,,244102147,YGW,,4/29/2021,N,NB7,Nestling,,,Y,,18.5,,,01103F7A0D,,,,,,,
,2021,,yes,,244102148,YGG,,4/29/2021,N,NB7,Nestling,,,Y,,18.2,,,01103F8834,,,,,,,
,2021,,,,244102149,YGL,,4/29/2021,N,NB7,Nestling,,,Y,,19.8,,,01103F53FE,,,,,,,
,2021,,yes,,244102150,YGT,,4/29/2021,N,NB7,Nestling,,,Y,,17.7,,,01103F8829,,,,,,,
,2021,,yes,,244102151,YRB,,4/29/2021,N,NB45,Nestling,,,Y,,18.5,,,01103F3D61,,,,,,,
,2021,,yes,,244102152,YRS,,4/29/2021,N,NB45,Nestling,,,Y,,18.4,,,01103F5DAA,,,,,,,
,2021,,yes,,244102153,YRW,,4/29/2021,N,NB45,Nestling,,,Y,,19.3,,,01103F83D1,,,,,,,
,2021,,yes,,244102140,YYB,,4/29/2021,N,NB2,Nestling,,,Y,,15.7,,,110171286,,,,,,,
,2021,,yes,,244102141,YYS,,4/29/2021,N,NB2,Nestling,,,Y,,18.2,,,01101704F0,,,,,,,
,2021,,yes,,244102142,YYW,,4/29/2021,N,NB2,Nestling,,,Y,,17.5,,,01101749EB,,,,,,,
,2021,,yes,,244102143,YYT,,4/29/2021,N,NB2,Nestling,,,Y,,15.1,,,01101746B4,,,,,,,
,2021,,yes,,244102144,YYL,,4/29/2021,N,NB2,Nestling,,,Y,,17.3,,,1.10E+49,,,,,,,
,2021,,yes,,244102162,YSG,,5/2/2021,N,NB55,Nestling,,,Y,,18.4,,,0110174D7B,,,,,,,
,2021,,yes,,244102167,YNB,,5/2/2021,N,NB72,Nestling,,,Y,,16.7,,,011016FF2E,,,,,,,
,2021,,Yes,,244102169,YNS,,5/2/2021,N,NB72,Nestling,,,Y,,17.9,,,011016FD65,,,,,,,
,2021,,yes,,244102168,YNN,,5/2/2021,N,NB72,Nestling,,,Y,,17,,,011016FBE5,,,,,,,
,2021,,Yes,,244102164,YNW,,5/2/2021,N,NB72,Nestling,,,Y,,17.4,,,01103F6CA4,,,,,,,
,2021,,yes,,244102163,YNG,,5/2/2021,N,NB72,Nestling,,,Y,,18.1,,,011016FAE6,,,,,,,
,2021,,yes,,244102165,YNT,,5/2/2021,N,NB72,Nestling,,,Y,,17.5,,,0110174D44,,,,,,,
,2021,,yes,,244102166,YNL,,5/2/2021,N,NB72,Nestling,,,Y,,17.2,,,011016FDE3,,,,,,,
,2021,,yes,,244102154,SGG,,5/2/2021,N,NB4,ASY,2,3,Y,,,,,01103FE701,,,,,,,
,2021,,yes (double?),,244102155,STW,,5/2/2021,N,NB96,ASY,2,3,Y,,,,,01103FE300,,,,,,,
,2021,,,,244160921,YWW,,5/2/2021,P,NB7,ASY,,,,,,,,,,,,,,,
,2021,,,,244160944,SSS,,5/2/2021,R,NB16,,,,,,,,,,,,,,,,
,2021,,Yes,,244102156,YWS,,5/2/2021,N,NB13,Nestling,,,Y,,16.9,,,01103F5733,,,,,,,
,2021,,Yes,,244102157,YWN,,5/2/2021,N,NB13,Nestling,,,Y,,17.5,,,01103F899F,,,,,,,
,2021,,yes,,244102158,YSL,,5/2/2021,N,NB55,Nestling,,,Y,,16.3,,,01103F6CBA,,,,,,,
,2021,,yes,,244102159,YSY,,5/2/2021,N,NB55,Nestling,,,Y,,16.9,,,01103F525F,,,,,,,
,2021,,yes,,244102160,YSO,,5/2/2021,N,NB55,Nestling,,,Y,,16.8,,,01103F43E1,,,,,,,
,2021,,yes,,244102161,YSR,,5/2/2021,N,NB55,Nestling,,,Y,,17.4,,,01103F8019,,,,,,,
,2021,,yes,,244102176,YTB,,5/5/2021,N,NB85,Nestling,,,Y,,18.4,,,0110171A4A,,,,,,,
,2021,,yes,,244102177,YTS,,5/5/2021,N,NB85,Nestling,,,Y,,19,,,0110170A89,,,,,,,
,2021,,Yes,,244102178,YTN,,5/5/2021,N,NB85,Nestling,,,Y,,20.5,,,011016FE5C,,,,,,,
,2021,,Yes,,244102179,YTW,,5/5/2021,N,NB85,Nestling,,,Y,,18.9,,,01101747CA,,,,,,,
,2021,,yes,,244102180,YTG,,5/5/2021,N,NB85,Nestling,,,Y,,17.7,,,,,,,,,,
,2021,,Yes,,244102170,YBG,,5/5/2021,N,NB91,Nestling,,,Y,,18.1,,,011017395C,,,,,,,
,2021,,yes,,244102171,YBT,,5/5/2021,N,NB91,Nestling,,,Y,,20,,,01103F6239,,,,,,,
,2021,,yes,,244102172,YBY,,5/5/2021,N,NB91,Nestling,,,Y,,19.6,,,01103F545C,,,,,,,
,2021,,Yes,,244102173,YBL,,5/5/2021,N,NB91,Nestling,,,Y,,18.3,,,0110174D99,,,,,,,
,2021,,Yes,,244102174,YBO,,5/5/2021,N,NB91,Nestling,,,Y,,18.6,,,011017048B,,,,,,,
,2021,,yes,,244102175,YBR,,5/5/2021,N,NB91,Nestling,,,Y,,18.5,,,0110174F4B,,,,,,,
,2021,,yes,,244102181,YOB,,5/5/2021,N,NB16,Nestling,,,Y,,18,,,01103F43DA,,,,,,,
,2021,,yes,,244102182,YOS,,5/5/2021,N,NB16,Nestling,,,Y,,18.2,,,01103F616C,,,,,,,
,2021,,yes,,244102183,YON,,5/5/2021,N,NB16,Nestling,,,Y,,19.8,,,01103F76BE,,,,,,,
,2021,,yes,,244102184,YOW,,5/5/2021,N,NB16,Nestling,,,Y,,19.5,,,01103F6AC1,,,,,,,
,2021,,yes,,244102185,YOG,,5/5/2021,N,NB16,Nestling,,,Y,,18.8,,,01103F77F4,,,,,,,
,2021,,yes,,244102186,YOT,,5/5/2021,N,NB16,Nestling,,,Y,,19.6,,,01103F5719,,,,,,,
,2021,,,,244102192,YYS,,5/6/2021,N,NB74,Nestling,,,Y,,15.7,,,01103F53DF,,,,,,,
,2021,,yes,,244102193,YYN,,5/6/2021,N,NB74,Nestling,,,Y,,17.3,,,01103F5EA3,,,,,,,
,2021,,yes,,244102194,YYW,,5/6/2021,N,NB74,Nestling,,,Y,,17.6,,,01103F43C8,,,,,,,
,2021,,yes,,244102195,YYG,,5/6/2021,N,NB74,Nestling,,,Y,,15.9,,,01103F8A52,,,,,,,
,2021,,yes,,244102196,YYY,,5/6/2021,N,NB74,Nestling,,,Y,,18.1,,,01103F434B,,,,,,,
,2021,,yes,,244102197,YYO,,5/6/2021,N,NB74,Nestling,,,Y,,16.6,,,01103F3DDA,,,,,,,
,2021,,yes,,244102198,YYR,,5/6/2021,N,NB74,Nestling,,,Y,,16.3,,,01103F7762,,,,,,,
,2021,,yes,,244102187,YLB,,5/6/2021,N,NB49,Nestling,,,Y,,19,,,0110174F8C,,,,,,,
,2021,,yes,,244102188,YLS,,5/6/2021,N,NB49,Nestling,,,Y,,17.5,,,01103F3D28,,,,,,,
,2021,,yes,,244102189,YLN,,5/6/2021,N,NB49,Nestling,,,Y,,20.2,,,01103F4F92,,,,,,,
,2021,,yes,,244102190,YLW,,5/6/2021,N,NB49,Nestling,,,Y,,20.7,,,01103F4736,,,,,,,
,2021,,yes,,244102191,YLG,,5/6/2021,N,NB49,Nestling,,,Y,,18.7,,,01103F6D78,,,,,,,
,2021,,yes,,271156701,YNL,,5/6/2021,N,NB86,Nestling,,,Y,,18.9,,,01103F6958,,,,,,,
,2021,,yes,,271156702,YNY,,5/6/2021,N,NB86,Nestling,,,Y,,17,,,01103F7129,,,,,,,
,2021,,yes,,271156703,YNO,,5/6/2021,N,NB86,Nestling,,,Y,,18.9,,,01103F5C76,,,,,,,
,2021,,yes,,271156704,YNR,,5/6/2021,N,NB86,Nestling,,,Y,,17.2,,,01103F4620,,,,,,,
,2021,,yes,,271156705,YNT,,5/6/2021,N,NB86,Nestling,,,Y,,18.5,,,01103F5300,,,,,,,
,2021,,yes,,271156706,YNN,,5/6/2021,N,NB86,Nestling,,,Y,,18.2,,,01103F3C2A,,,,,,,
,2021,,yes,,271156718,YLW,,5/8/2021,N,NB40,Nestling,,,Y,,17.2,,,01103F4D99,,,,,,,
,2021,,yes,,271156707,YRG,,5/8/2021,N,NB4,Nestling,,,Y,,17.2,,,01103F4691,,,,,,,
,2021,,yes,,271156708,YRT,,5/8/2021,N,NB4,Nestling,,,Y,,19.8,,,01103F87A0,,,,,,,
,2021,,yes,,271156709,YRL,,5/8/2021,N,NB4,Nestling,,,Y,,17.7,,,01103F446D,,,,,,,
,2021,,Yes,,271156710,YRY,,5/8/2021,N,NB4,Nestling,,,Y,,19.2,,,01103F76C7,,,,,,,
,2021,,Yes,,271156711,YRO,,5/8/2021,N,NB4,Nestling,,,Y,,18.7,,,01103F4127,,,,,,,
,2021,,Yes,,271156712,YRR,,5/8/2021,N,NB4,Nestling,,,Y,,18.6,,,01103F49BC,,,,,,,
,2021,,yes,,271156713,YTT,,5/8/2021,N,NB95,Nestling,,,Y,,18.8,,,01103F51BA,,,,,,,
,2021,,Yes,,271156714,YTL,,5/8/2021,N,NB95,Nestling,,,Y,,20.9,,,01103F5CF4,,,,,,,
,2021,,Yes,,271156715,YTY,,5/8/2021,N,NB95,Nestling,,,Y,,18.6,,,01103F5675,,,,,,,
,2021,,yes,,271156716,YTO,,5/8/2021,N,NB95,Nestling,,,Y,,17.5,,,01103F7B8F,,,,,,,
,2021,,yes,,271156717,YTR,,5/8/2021,N,NB95,Nestling,,,Y,,17.5,,,01103F76D8,,,,,,,
,2021,,Yes,,244102200,SRR,,5/9/2021,N,NB40,ASY,2,3,Y,,18,,,01103FDE10,,,,,,,
,2021,,Yes,,271156724,YNL,,5/9/2021,N,NB22,Nestling,,,Y,,17.5,,,0110174BFB,,,,,,,
,2021,,Yes,,271156725,YNR,,5/9/2021,N,NB22,Nestling,,,Y,,16.7,,,0110170A93,,,,,,,
,2021,,Yes,,271156726,YNO,,5/9/2021,N,NB22,Nestling,,,Y,,18.1,,,0110174C4E,,,,,,,
,2021,,Yes,,271156727,YNR,,5/9/2021,N,NB22,Nestling,,,Y,,17.8,,,1.10E+13,,,,,,,
,2021,,Yes,,271156728,YNB,,5/9/2021,N,NB22,Nestling,,,Y,,16.4,,,0110170C74,,,,,,,
,2021,,Yes,,271156729,YGL,,5/9/2021,N,NB82,Nestling,,,Y,,17.9,,,01103F4D7D,,,,,,,
,2021,,Yes,,271156730,YGY,,5/9/2021,N,NB82,Nestling,,,Y,,21.4,,,01103F4476,,,,,,,
,2021,,Yes,,271156731,YGO,,5/9/2021,N,NB82,Nestling,,,Y,,19.5,,,01103F7D93,,,,,,,
,2021,,Yes,,271156732,YGT,,5/9/2021,N,NB82,Nestling,,,Y,,19.3,,,01103F58BD,,,,,,,
,2021,,Yes,,271156733,YGR,,5/9/2021,N,NB82,Nestling,,,Y,,19,,,011016FAAE,,,,,,,
,2021,,Yes,,271156734,YGG,,5/9/2021,N,NB82,Nestling,,,Y,,18.3,,,01103F531C,,,,,,,
,2021,,Yes,,271156719,YLT,,5/10/2021,N,NB40,Nestling,,,Y,,18.4,,,01103F53C6,,,,,,,
,2021,,Yes,,271156722,YLO,,5/10/2021,N,NB40,Nestling,,,Y,,17.5,,,01103F3F00,,,,,,,
,2021,,Yes,,271156721,YLY,,5/10/2021,N,NB40,Nestling,,,Y,,16.8,,,01103F617B,,,,,,,
,2021,,Yes,,271156723,YLR,,5/10/2021,N,NB40,Nestling,,,Y,,19,,,01103F51AD,,,,,,,
,2021,,Yes,,271156720,YLL,,5/12/2021,N,NB40,Nestling,,,Y,,18.6,,,01103F6453,,,,,,,
,2021,,Yes,,271156736,SBB,,5/12/2021,N,NB31,Nestling,,,Y,,16.9,,,01103FD8B6,,,,,,,
,2021,,Yes,,271156735,SBS,,5/12/2021,N,NB31,Nestling,,,Y,,18.4,,,01103FE0F6,,,,,,,
,2021,,Yes,,271156737,SBN,,5/12/2021,N,NB31,Nestling,,,Y,,19.2,,,01103FDD26,,,,,,,
,2021,,Yes,,271156738,SBW,,5/12/2021,N,NB31,Nestling,,,Y,,16.8,,,01103FD8F0,,,,,,,
,2021,,Yes,,271156739,SBG,,5/12/2021,N,NB31,Nestling,,,Y,,16.4,,,01103FE157,,,,,,,
,2021,,yes,,271156740,SBL,,5/12/2021,N,NB31,Nestling,,,Y,,17.2,,,01103FDAC1,,,,,,,
,2021,,Yes,,271156741,SWW,,5/27/2021,N,NB25,ASY,2,1,Y,,19.1,19.9,77,01103FDC14,,,,,,,
,2021,,Yes,,271156742,SGN,,5/27/2021,N,NB56,ASY,,,Y,,18.4,,,01103FDECA,,,,,,,
,2021,,Yes,,271156743,SGL,,5/27/2021,N,NB97,ASY,2,2,Y,,20.4,24.7,,01103FDA86,,,,,,,
,2021,,Yes,,271156744,SBR (there is a possibility that this should be written as SRB),,5/28/2021,N,NB65,SY,2,2,Y,,18.3,19.6,74.8,01103FE43D,,,,,,,
,2021,,Yes,,271156745,SBY,,5/28/2021,N,mistnet by F24,HY,1,1,Y,,18,19.9,73,01103FDAE6,,,,,,,
,2021,,Yes,,271156746,SBT,,5/28/2021,N,mistnet by F24,ASY,2,3,Y,,,19.7,76,01103FD7D4,,,,,,,
,2021,,Yes,,271156747,SGO,,5/28/2021,N,NB64,ASY,2,3,Y,,18.9,20.o,77.6,01103FD7AD,,,,,,,
,2021,,Yes,,271156748,SGR,,5/31/2021,N,NB97,HY,0.5,1,Y,,18.6,19.9,74.2,01103FE50F,,,,,,,
,2021,,Yes,,271156749,SRO,,5/31/2021,N,NB64,HY,0.5,1,Y,,19,19.2,72.8,01103FDF01,,,,,,,
,2021,,,,.,SRB (there is a possibility that this should be written as SBR,,5/31/2021,R,NB65,,,,,,,,,,,,,,,,
,2021,,,,.,SSG,,5/31/2021,R,NB17,,,,,,,,,,,,,,,,
,2021,,Yes,,271156750,GGG,,6/2/2021,N,NB25,Nestling,,,y,,17.8,,,01103F58F0,,,,,,,
,2021,,Yes,,271156751,GGL,,6/2/2021,N,NB25,Nestling,,,y,,18,,,01103FCDB1,,,,,,,
,2021,,Yes,,271156752,GGR,,6/2/2021,N,NB25,Nestling,,,y,,16.3,,,01103F83D8,,,,,,,
,2021,,Yes,,271156753,GGB,,6/2/2021,N,NB25,Nestling,,,y,,18.3,,,01103F3B59,,,,,,,
,2021,,Yes,,271156754,GGO,,6/2/2021,N,NB25,Nestling,,,y,,17.8,,,01103F5CD7,,,,,,,
,2021,,Yes,,271156755,GGY,,6/2/2021,N,NB25,Nestling,,,y,,20,,,01103F4D1B,,,,,,,
,2021,,Yes,,271156756,SRL,,6/2/2021,N,NB44,ASY,2,3,y,,18.9,,71,01103FDE04,,,,,,,
,2021,,,,271156757,SRW,,6/2/2021,N,NB22,ASY,2,3,y,,18.7,19,72.8,01103FDE92,,,,,,,
,2021,,Yes,,271156758,SRT,,6/3/2021,N,NB44,AHY,1,1,y,,16.4,19.2,74.1,01103FDD73,,,,,,,
,2021,,Yes,,244160928,SRG,,6/3/2021,R,NB94,ASY,3,3,,,,,,,,,,,,,
,2021,,Yes,,271156759,GBB,,6/7/2021,N,NB64,Nestling,,,y,,17.8,,,01103F4187,,,,,,,
,2021,,Yes,,271156760,GBL,,6/7/2021,N,NB64,Nestling,,,y,,18.5,,,01103F8AEF,,,,,,,
,2021,,Yes,,271156761,GBR,,6/7/2021,N,NB64,Nestling,,,y,,17.1,,,01103F8B6B,,,,,,,
,2021,,Yes,,271156762,GBY,,6/7/2021,N,NB64,Nestling,,,y,,19.9,,,01103F47D0,,,,,,,
,2021,,Yes,,271156763,SGY,,6/7/2021,N,NB94,,3,3,y/n?,,20.2,22.7,76.5,01103FDD7D,,,,,,,
,2021,,Yes,,271156764,GLB,,6/7/2021,N,NB97,Nestling,,,y,,18.3,,,01103FCB89,,,,,,,
,2021,,Yes,,271156765,GLL,,6/7/2021,N,NB97,Nestling,,,y,,17.9,,,01103FD702,,,,,,,
,2021,,Yes,,271156766,GLR,,6/7/2021,N,NB97,Nestling,,,y,,18.7,,,01103F3BD9,,,,,,,
,2021,,Yes,,271156767,GLY,,6/7/2021,N,NB97,Nestling,,,y,,19,,,01103FA72F,,,,,,,
,2021,,Yes,,271156799,GLW,,6/7/2021,N,NB97,Nestling,,,y,,20.2,,,01103FB62C,,,,,,,
,2021,,Yes,,271156768,STB,,6/7/2021,N,NB31,AHY,2,2,y,,17.6,21.5,76.7,01103FD954,,,,,,,
,2021,,Yes,,271156769,SNB,,6/8/2021,N,NB94,AHY,2,2,Y,,20.1,21,75,01103FE433,,,,,,,
,2021,,Yes,,271156770,SSY,,6/8/2021,N,NB12,"HY (was listed as AHY, but crest and bill suggest HY)",1,1,y,,17.4,18.8,71,01103FDEBD,,,,,,,
,2021,,Yes,,271156771,SRS,,6/8/2021,N,NB37,AHY,2,2,y,,18.5,19.8,71,01103FE1BE,,,,,,,
,2021,,Yes,,271156772,GRW,,6/8/2021,N,NB56,Nestling,,,y,,17.2,,,01103FB900,,,,,,,
,2021,,Yes,,271156773,GRY,,6/8/2021,N,NB56,Nestling,,,y,,17.5,,,01103F7F91,,,,,,,
,2021,,Yes,,271156774,GRR,,6/8/2021,N,NB56,Nestling,,,y,,17.3,,,01103FC0D0,,,,,,,
,2021,,Yes,,271156775,GRL,,6/8/2021,N,NB56,Nestling,,,y,,18.9,,,01103F5BDA,,,,,,,
,2021,,Yes,,271156776,GYR,,6/8/2021,N,NB65,Nestling,,,y,,18.1,,,01103F7051,,,,,,,
,2021,,Yes,,271156777,GYS,,6/8/2021,N,NB65,Nestling,,,y,,17.9,,,01103F7A56,,,,,,,
,2021,,Yes,,271156778,GYT,,6/8/2021,N,NB65,Nestling,,,y,,17.3,,,01103F4727,,,,,,,
,2021,,Yes,,271156779,GYN,,6/8/2021,N,NB65,Nestling,,,y,,18.5,,,01103F7DAF,,,,,,,
,2021,,Yes,,271156780,SRN,,6/9/2021,N,NB23,"HY (was listed as AHY, but crest and bill suggest HY)",1,2,y,,20.1,21.5,79.2,01103FDEEB,,,,,,,
,2021,,Yes,,271156781,SST,,6/9/2021,N,NB12,ASY,2,2,y,,19.8,22.1,73.2,01103FD874,,,,,,,
,2021,,Yes,,244160928,SRG,,6/9/2021,R,NB94,ASY,,,y,,,,,,,,,,,,
,2021,,,,271156771,SRS,,6/9/2021,R,NB37,,,,n,,,,,,,,,,,,
,2021,,,,244160946,YRB,,6/9/2021,R,NB62,,,,n,,,,,,,,,,,,
,2021,,,,271156783,RB,,6/10/2021,N,NB94,Nestling,,,N,,13.1,,,,,,,,,,
,2021,,,,271156782,RG,,6/10/2021,N,NB94,Nestling,,,N,,14.4,,,,,,,,,,
,2021,,Yes,,271156784,SNL,,6/10/2021,N,F4,AHY,2,2,Y,,18.5,19.2,72,01103FE6E2,,,,,,,
,2021,,,,244102150,YGT,,6/10/2021,R,F4,,,,,,,,,,,,,,,,
,2021,,Yes,,271156785,SSL,,6/10/2021,N,F5,ASY,3,3,Y,,,,,01103FDD36,,,,,,,
,2021,,,,244102149,YGL,,6/10/2021,R,F4,,,,,,,,,,,,,,,,
,2021,,Yes,,271156786,SNR,,6/10/2021,N,F1,HY,1,1,Y,,15.9,17.2,66.2,01103FE201,,,,,,,
,2021,,,,244160952,SSR,,6/10/2021,R,F4,,,,,,,,,,,,,,,,
,2021,,Yes,,271156787,SNY,,6/10/2021,N,F5,AHY,2,1,Y,,17.5,21.5,75,01103FE2BC,,,,,,,
,2021,,Yes,,271156788,SSO,,6/14/2021,N,NB43,HY,2,1,Y,,17.8,20.5,72,01103FDE83,,,,,,,
,2021,,,,244160935,SBL,,6/14/2021,R,F3,,,,,,,,,,,,,,,,
,2021,,Yes,,271156789,SWG,,6/14/2021,N,F3,HY,1,1,Y,,18.4,21.5,71,01103FDA5B,,,,,,,
,2021,,Yes,,271156790,SYG,,6/14/2021,N,F2,HY,1,1,Y,,18.1,22.7,70,01103FDD47,,,,,,,
,2021,,Yes,,271156791,SYR,,6/14/2021,N,F9,AHY,3-Feb,2,Y,,19.1,19.4,75,01103FDF24,,,,,,,
,2021,,,,271156781,SST,,06/14.21,R,F7,,,,,,,,,,,,,,,,
