"tag","feeder","DateTime","Color_Combo","Sex","Age","time_diff","new_event","Event_ID"
"3B004C93C0","C",2025-10-10 16:50:21,"RBT","M","AHY",47,0,333
"3B004C93C0","C",2025-10-10 16:50:22,"RBT","M","AHY",1,0,333
"3B00187685","C",2025-10-11 07:51:02,"SYR",NA,"AHY",54040,1,334
"3B00187685","C",2025-10-11 07:51:03,"SYR",NA,"AHY",1,0,334
"3B00187685","C",2025-10-11 07:51:04,"SYR",NA,"AHY",1,0,334
"3B00187685","C",2025-10-11 07:51:07,"SYR",NA,"AHY",3,0,334
"3B00187685","C",2025-10-11 07:51:08,"SYR",NA,"AHY",1,0,334
"3B004C93C0","C",2025-10-11 08:02:04,"RBT","M","AHY",656,1,335
"3B004C93C0","C",2025-10-11 08:11:05,"RBT","M","AHY",541,1,336
"3B004C93C0","C",2025-10-11 08:11:06,"RBT","M","AHY",1,0,336
"3B004ABFEC","C",2025-10-11 08:23:27,"RBP","M","ASY",741,1,337
"3B00187685","C",2025-10-11 08:26:25,"SYR",NA,"AHY",178,1,338
"3B00187685","C",2025-10-11 08:26:26,"SYR",NA,"AHY",1,0,338
"3B00187685","C",2025-10-11 08:26:28,"SYR",NA,"AHY",2,0,338
"3B00187685","C",2025-10-11 08:26:29,"SYR",NA,"AHY",1,0,338
"3B00187685","C",2025-10-11 08:26:30,"SYR",NA,"AHY",1,0,338
"3B00187685","C",2025-10-11 08:26:31,"SYR",NA,"AHY",1,0,338
"3B00187685","C",2025-10-11 08:26:32,"SYR",NA,"AHY",1,0,338
"3B0019BFB3","D",2025-09-27 16:16:48,"RSD","M","HY",NA,1,1
"3B001830DC","D",2025-09-27 16:18:44,"SYT",NA,"HY",116,0,1
"3B0019BFB3","D",2025-09-27 16:20:03,"RSD","M","HY",79,0,1
"3B0019BFB3","D",2025-09-27 16:20:04,"RSD","M","HY",1,0,1
"3B0019BFB3","D",2025-09-27 16:20:05,"RSD","M","HY",1,0,1
"3B0019BFB3","D",2025-09-27 16:20:06,"RSD","M","HY",1,0,1
"3B001830DC","D",2025-09-27 16:20:16,"SYT",NA,"HY",10,0,1
"3B0019BFB3","D",2025-09-27 16:21:12,"RSD","M","HY",56,0,1
"3B0019BFB3","D",2025-09-27 16:21:13,"RSD","M","HY",1,0,1
"3B001830DC","D",2025-09-27 16:27:31,"SYT",NA,"HY",378,1,2
"3B001830DC","D",2025-09-27 16:27:32,"SYT",NA,"HY",1,0,2
"3B001830DC","D",2025-09-27 16:27:33,"SYT",NA,"HY",1,0,2
"3B001830DC","D",2025-09-27 16:27:34,"SYT",NA,"HY",1,0,2
"3B001830DC","D",2025-09-27 16:28:36,"SYT",NA,"HY",62,0,2
"3B001830DC","D",2025-09-27 16:28:39,"SYT",NA,"HY",3,0,2
"3B001830DC","D",2025-09-27 16:37:42,"SYT",NA,"HY",543,1,3
"3B001830DC","D",2025-09-27 16:37:45,"SYT",NA,"HY",3,0,3
"3B0019BFB3","D",2025-09-27 16:38:21,"RSD","M","HY",36,0,3
"3B0019BFB3","D",2025-09-27 16:38:22,"RSD","M","HY",1,0,3
"3B0019BFB3","D",2025-09-27 16:38:23,"RSD","M","HY",1,0,3
"3B0019BFB3","D",2025-09-27 16:38:24,"RSD","M","HY",1,0,3
"3B0019BFB3","D",2025-09-27 16:42:44,"RSD","M","HY",260,1,4
"3B0019BFB3","D",2025-09-27 16:42:45,"RSD","M","HY",1,0,4
"3B0019BFB3","D",2025-09-27 16:42:46,"RSD","M","HY",1,0,4
"3B0019BFB3","D",2025-09-27 16:42:48,"RSD","M","HY",2,0,4
"3B001830DC","D",2025-09-27 16:45:55,"SYT",NA,"HY",187,1,5
"3B001830DC","D",2025-09-27 16:45:56,"SYT",NA,"HY",1,0,5
"3B001830DC","D",2025-09-27 16:47:21,"SYT",NA,"HY",85,0,5
"3B001830DC","D",2025-09-27 16:47:22,"SYT",NA,"HY",1,0,5
"3B001830DC","D",2025-09-27 16:47:24,"SYT",NA,"HY",2,0,5
"3B0019BFB3","D",2025-09-27 16:48:34,"RSD","M","HY",70,0,5
"3B001830DC","D",2025-09-27 16:48:58,"SYT",NA,"HY",24,0,5
"3B001830DC","D",2025-09-27 16:48:59,"SYT",NA,"HY",1,0,5
"3B001830DC","D",2025-09-27 16:52:45,"SYT",NA,"HY",226,1,6
"01103FD948","D",2025-09-28 08:44:57,"PNW",NA,"HY",57132,1,7
"01103FD948","D",2025-09-28 08:44:58,"PNW",NA,"HY",1,0,7
"3B0019BFB3","D",2025-09-28 17:25:41,"RSD","M","HY",31243,1,8
"3B0019BFB3","D",2025-09-28 17:25:42,"RSD","M","HY",1,0,8
"3B004ABFEC","D",2025-09-28 17:25:51,"RBP","M","ASY",9,0,8
"3B0019BFB3","D",2025-09-28 17:26:40,"RSD","M","HY",49,0,8
"3B0019BFB3","D",2025-09-28 17:26:41,"RSD","M","HY",1,0,8
"3B004ABFEC","D",2025-09-28 17:27:00,"RBP","M","ASY",19,0,8
"3B004ABFEC","D",2025-09-28 17:28:00,"RBP","M","ASY",60,0,8
"3B0019BFB3","D",2025-09-28 17:28:28,"RSD","M","HY",28,0,8
"3B004ABFEC","D",2025-09-28 17:28:36,"RBP","M","ASY",8,0,8
"3B004ABFEC","D",2025-09-28 17:28:38,"RBP","M","ASY",2,0,8
"3B0019BFB3","D",2025-09-28 17:29:30,"RSD","M","HY",52,0,8
"3B0019BFB3","D",2025-09-28 17:29:31,"RSD","M","HY",1,0,8
"3B0019BFB3","D",2025-09-28 17:29:32,"RSD","M","HY",1,0,8
"3B0019BFB3","D",2025-09-28 17:29:33,"RSD","M","HY",1,0,8
"3B0019BFB3","D",2025-09-28 17:29:34,"RSD","M","HY",1,0,8
"3B001830DC","D",2025-09-28 17:35:23,"SYT",NA,"HY",349,1,9
"3B001830DC","D",2025-09-28 17:35:25,"SYT",NA,"HY",2,0,9
"3B001830DC","D",2025-09-28 17:39:20,"SYT",NA,"HY",235,1,10
"3B001830DC","D",2025-09-28 17:41:45,"SYT",NA,"HY",145,1,11
"01103FE63F","D",2025-09-29 08:27:00,"PWB",NA,"HY",53115,1,12
"3B001830DC","D",2025-09-29 12:21:07,"SYT",NA,"HY",14047,1,13
"3B004ABFEC","D",2025-09-29 12:22:06,"RBP","M","ASY",59,0,13
"3B004ABFEC","D",2025-09-29 12:22:08,"RBP","M","ASY",2,0,13
"3B004ABFEC","D",2025-09-29 12:22:09,"RBP","M","ASY",1,0,13
"3B004ABFEC","D",2025-09-29 12:22:10,"RBP","M","ASY",1,0,13
"3B001830DC","D",2025-09-29 12:22:48,"SYT",NA,"HY",38,0,13
"3B004ABFEC","D",2025-09-29 12:23:24,"RBP","M","ASY",36,0,13
"3B004C7D1E","D",2025-09-29 13:41:56,"YWD","F","AHY",4712,1,14
"3B0018E4BF","D",2025-09-29 13:42:23,"WBT","M","AHY",27,0,14
"3B0019BFB3","D",2025-09-29 16:53:31,"RSD","M","HY",11468,1,15
"3B0019BFB3","D",2025-09-29 16:53:33,"RSD","M","HY",2,0,15
"3B0019BFB3","D",2025-09-29 16:54:25,"RSD","M","HY",52,0,15
"3B0019BFB3","D",2025-09-29 16:54:26,"RSD","M","HY",1,0,15
"3B0019BFB3","D",2025-09-29 16:54:27,"RSD","M","HY",1,0,15
"3B0019BFB3","D",2025-09-29 16:54:28,"RSD","M","HY",1,0,15
"3B004ABFEC","D",2025-09-29 16:55:34,"RBP","M","ASY",66,0,15
"3B0019BFB3","D",2025-09-29 16:56:01,"RSD","M","HY",27,0,15
"3B0019BFB3","D",2025-09-29 16:56:03,"RSD","M","HY",2,0,15
"3B0019BFB3","D",2025-09-29 16:57:14,"RSD","M","HY",71,0,15
"3B0019BFB3","D",2025-09-29 16:57:15,"RSD","M","HY",1,0,15
"3B0019BFB3","D",2025-09-29 16:57:16,"RSD","M","HY",1,0,15
"3B0019BFB3","D",2025-09-29 16:57:18,"RSD","M","HY",2,0,15
"3B004ABFEC","D",2025-09-29 16:57:27,"RBP","M","ASY",9,0,15
"3B004ABFEC","D",2025-09-29 16:58:09,"RBP","M","ASY",42,0,15
"3B004ABFEC","D",2025-09-29 16:58:10,"RBP","M","ASY",1,0,15
"3B001830DC","D",2025-09-29 17:00:38,"SYT",NA,"HY",148,1,16
"3B001830DC","D",2025-09-29 17:14:31,"SYT",NA,"HY",833,1,17
"3B001830DC","D",2025-09-29 17:14:32,"SYT",NA,"HY",1,0,17
"3B001830DC","D",2025-09-29 17:15:50,"SYT",NA,"HY",78,0,17
"3B001830DC","D",2025-09-29 17:16:35,"SYT",NA,"HY",45,0,17
"3B001830DC","D",2025-09-29 17:17:32,"SYT",NA,"HY",57,0,17
"3B001830DC","D",2025-09-29 17:17:33,"SYT",NA,"HY",1,0,17
"3B001830DC","D",2025-09-29 17:17:34,"SYT",NA,"HY",1,0,17
"3B004ABFEC","D",2025-09-29 17:28:42,"RBP","M","ASY",668,1,18
"3B004ABFEC","D",2025-09-29 17:28:43,"RBP","M","ASY",1,0,18
"3B0048A9FA","D",2025-09-30 09:30:10,"YDP",NA,"ASY",57687,1,19
"01103FD948","D",2025-09-30 09:30:24,"PNW",NA,"HY",14,0,19
"01103FD948","D",2025-09-30 09:30:25,"PNW",NA,"HY",1,0,19
"3B0048A9FA","D",2025-09-30 09:30:31,"YDP",NA,"ASY",6,0,19
"3B0048A9FA","D",2025-09-30 09:30:32,"YDP",NA,"ASY",1,0,19
"3B0048A9FA","D",2025-09-30 09:30:33,"YDP",NA,"ASY",1,0,19
"3B0048A9FA","D",2025-09-30 09:30:34,"YDP",NA,"ASY",1,0,19
"3B0048A9FA","D",2025-09-30 09:30:35,"YDP",NA,"ASY",1,0,19
"3B0048A9FA","D",2025-09-30 09:30:36,"YDP",NA,"ASY",1,0,19
"3B004A6285","D",2025-09-30 09:30:40,"SOT","M","Nestling",4,0,19
"3B004A6285","D",2025-09-30 09:30:44,"SOT","M","Nestling",4,0,19
"3B004A6285","D",2025-09-30 09:30:48,"SOT","M","Nestling",4,0,19
"3B004A6285","D",2025-09-30 09:30:51,"SOT","M","Nestling",3,0,19
"3B004A6285","D",2025-09-30 09:30:52,"SOT","M","Nestling",1,0,19
"01103FD948","D",2025-09-30 09:31:03,"PNW",NA,"HY",11,0,19
"01103FD948","D",2025-09-30 09:31:04,"PNW",NA,"HY",1,0,19
"01103FD948","D",2025-09-30 09:31:05,"PNW",NA,"HY",1,0,19
"01103FD948","D",2025-09-30 09:31:06,"PNW",NA,"HY",1,0,19
"01103FD948","D",2025-09-30 09:31:07,"PNW",NA,"HY",1,0,19
"01103FD948","D",2025-09-30 09:31:08,"PNW",NA,"HY",1,0,19
"01103FD948","D",2025-09-30 09:31:09,"PNW",NA,"HY",1,0,19
"3B0048A9FA","D",2025-09-30 09:31:48,"YDP",NA,"ASY",39,0,19
"3B0048A9FA","D",2025-09-30 09:31:49,"YDP",NA,"ASY",1,0,19
"3B0048A9FA","D",2025-09-30 09:31:51,"YDP",NA,"ASY",2,0,19
"01103FD948","D",2025-09-30 09:31:58,"PNW",NA,"HY",7,0,19
"01103FD948","D",2025-09-30 09:31:59,"PNW",NA,"HY",1,0,19
"01103FD948","D",2025-09-30 09:32:41,"PNW",NA,"HY",42,0,19
"01103FD948","D",2025-09-30 09:32:42,"PNW",NA,"HY",1,0,19
"01103FD948","D",2025-09-30 09:32:43,"PNW",NA,"HY",1,0,19
"3B0048A9FA","D",2025-09-30 09:32:52,"YDP",NA,"ASY",9,0,19
"3B004A6285","D",2025-09-30 09:33:05,"SOT","M","Nestling",13,0,19
"3B004A6285","D",2025-09-30 09:33:06,"SOT","M","Nestling",1,0,19
"3B004A6285","D",2025-09-30 09:33:07,"SOT","M","Nestling",1,0,19
"3B004A6285","D",2025-09-30 09:33:08,"SOT","M","Nestling",1,0,19
"3B004A6285","D",2025-09-30 09:33:09,"SOT","M","Nestling",1,0,19
"3B0048A9FA","D",2025-09-30 09:33:36,"YDP",NA,"ASY",27,0,19
"3B0048A9FA","D",2025-09-30 09:33:39,"YDP",NA,"ASY",3,0,19
"3B0048A9FA","D",2025-09-30 09:33:40,"YDP",NA,"ASY",1,0,19
"3B0048A9FA","D",2025-09-30 09:33:41,"YDP",NA,"ASY",1,0,19
"3B0048A9FA","D",2025-09-30 09:33:43,"YDP",NA,"ASY",2,0,19
"3B0048A9FA","D",2025-09-30 09:33:45,"YDP",NA,"ASY",2,0,19
"3B004A6285","D",2025-09-30 09:35:14,"SOT","M","Nestling",89,0,19
"3B004A6285","D",2025-09-30 09:35:15,"SOT","M","Nestling",1,0,19
"3B004A6285","D",2025-09-30 09:35:17,"SOT","M","Nestling",2,0,19
"3B004A6285","D",2025-09-30 09:35:18,"SOT","M","Nestling",1,0,19
"3B0019BFB3","D",2025-10-01 15:59:12,"RSD","M","HY",109434,1,20
"3B004ABFEC","D",2025-10-01 15:59:35,"RBP","M","ASY",23,0,20
"3B001830DC","D",2025-10-01 16:00:01,"SYT",NA,"HY",26,0,20
"3B001830DC","D",2025-10-01 16:00:02,"SYT",NA,"HY",1,0,20
"3B001830DC","D",2025-10-01 16:00:03,"SYT",NA,"HY",1,0,20
"3B001830DC","D",2025-10-01 16:00:53,"SYT",NA,"HY",50,0,20
"3B001830DC","D",2025-10-01 16:00:57,"SYT",NA,"HY",4,0,20
"3B004ABFEC","D",2025-10-01 16:01:09,"RBP","M","ASY",12,0,20
"3B004ABFEC","D",2025-10-01 16:01:10,"RBP","M","ASY",1,0,20
"3B0019BFB3","D",2025-10-01 16:01:14,"RSD","M","HY",4,0,20
"3B0019BFB3","D",2025-10-01 16:01:15,"RSD","M","HY",1,0,20
"3B0019BFB3","D",2025-10-01 16:01:16,"RSD","M","HY",1,0,20
"3B001830DC","D",2025-10-01 16:01:47,"SYT",NA,"HY",31,0,20
"3B001830DC","D",2025-10-01 16:01:48,"SYT",NA,"HY",1,0,20
"3B004ABFEC","D",2025-10-01 16:02:45,"RBP","M","ASY",57,0,20
"3B0019BFB3","D",2025-10-01 16:03:04,"RSD","M","HY",19,0,20
"3B001830DC","D",2025-10-01 16:03:27,"SYT",NA,"HY",23,0,20
"3B001830DC","D",2025-10-01 16:03:48,"SYT",NA,"HY",21,0,20
"3B0019BFB3","D",2025-10-01 16:06:41,"RSD","M","HY",173,1,21
"3B0019BFB3","D",2025-10-01 16:06:42,"RSD","M","HY",1,0,21
"3B0019BFB3","D",2025-10-01 16:06:43,"RSD","M","HY",1,0,21
"3B001830DC","D",2025-10-01 16:06:47,"SYT",NA,"HY",4,0,21
"3B001830DC","D",2025-10-01 16:06:50,"SYT",NA,"HY",3,0,21
"3B001830DC","D",2025-10-01 16:06:51,"SYT",NA,"HY",1,0,21
"3B001830DC","D",2025-10-01 16:06:52,"SYT",NA,"HY",1,0,21
"3B001830DC","D",2025-10-01 16:06:53,"SYT",NA,"HY",1,0,21
"3B001830DC","D",2025-10-01 16:06:54,"SYT",NA,"HY",1,0,21
"3B001830DC","D",2025-10-01 16:08:22,"SYT",NA,"HY",88,0,21
"3B001830DC","D",2025-10-01 16:08:24,"SYT",NA,"HY",2,0,21
"3B001830DC","D",2025-10-01 16:09:08,"SYT",NA,"HY",44,0,21
"3B001830DC","D",2025-10-01 16:25:43,"SYT",NA,"HY",995,1,22
"3B001830DC","D",2025-10-01 16:25:44,"SYT",NA,"HY",1,0,22
"3B001830DC","D",2025-10-01 16:25:45,"SYT",NA,"HY",1,0,22
"3B004ABFEC","D",2025-10-01 16:33:21,"RBP","M","ASY",456,1,23
"3B004ABFEC","D",2025-10-01 16:33:22,"RBP","M","ASY",1,0,23
"3B004ABFEC","D",2025-10-01 16:33:23,"RBP","M","ASY",1,0,23
"3B004ABFEC","D",2025-10-01 16:33:24,"RBP","M","ASY",1,0,23
"3B004ABFEC","D",2025-10-01 16:33:25,"RBP","M","ASY",1,0,23
"3B004ABFEC","D",2025-10-01 16:33:26,"RBP","M","ASY",1,0,23
"3B001830DC","D",2025-10-01 16:34:25,"SYT",NA,"HY",59,0,23
"3B0019BFB3","D",2025-10-01 16:35:15,"RSD","M","HY",50,0,23
"3B001830DC","D",2025-10-01 16:35:51,"SYT",NA,"HY",36,0,23
"3B0019BFB3","D",2025-10-01 16:36:23,"RSD","M","HY",32,0,23
"3B0019BFB3","D",2025-10-01 16:36:24,"RSD","M","HY",1,0,23
"3B004ABFEC","D",2025-10-01 16:36:29,"RBP","M","ASY",5,0,23
"3B004ABFEC","D",2025-10-01 16:36:30,"RBP","M","ASY",1,0,23
"3B004ABFEC","D",2025-10-01 16:37:41,"RBP","M","ASY",71,0,23
"3B0019BFB3","D",2025-10-01 16:38:00,"RSD","M","HY",19,0,23
"3B0018E4BF","D",2025-10-02 09:06:16,"WBT","M","AHY",59296,1,24
"3B0018E4BF","D",2025-10-02 13:16:05,"WBT","M","AHY",14989,1,25
"3B0018E4BF","D",2025-10-02 13:16:06,"WBT","M","AHY",1,0,25
"3B0018E4BF","D",2025-10-02 13:16:07,"WBT","M","AHY",1,0,25
"3B0019BFB3","D",2025-10-03 09:01:24,"RSD","M","HY",71117,1,26
"3B001830DC","D",2025-10-03 09:01:43,"SYT",NA,"HY",19,0,26
"3B0019BFB3","D",2025-10-03 09:01:51,"RSD","M","HY",8,0,26
"3B0019BFB3","D",2025-10-03 09:01:52,"RSD","M","HY",1,0,26
"3B004ABFEC","D",2025-10-03 09:02:01,"RBP","M","ASY",9,0,26
"3B0019BFB3","D",2025-10-03 09:02:32,"RSD","M","HY",31,0,26
"3B0019BFB3","D",2025-10-03 09:02:33,"RSD","M","HY",1,0,26
"3B004ABFEC","D",2025-10-03 09:02:38,"RBP","M","ASY",5,0,26
"3B004ABFEC","D",2025-10-03 09:02:39,"RBP","M","ASY",1,0,26
"3B004ABFEC","D",2025-10-03 09:02:40,"RBP","M","ASY",1,0,26
"3B004ABFEC","D",2025-10-03 09:02:41,"RBP","M","ASY",1,0,26
"3B004ABFEC","D",2025-10-03 09:03:13,"RBP","M","ASY",32,0,26
"3B0019BFB3","D",2025-10-03 09:03:33,"RSD","M","HY",20,0,26
"3B001830DC","D",2025-10-03 09:04:09,"SYT",NA,"HY",36,0,26
"3B004ABFEC","D",2025-10-03 09:04:24,"RBP","M","ASY",15,0,26
"3B004ABFEC","D",2025-10-03 09:04:25,"RBP","M","ASY",1,0,26
"3B0019BFB3","D",2025-10-03 09:04:47,"RSD","M","HY",22,0,26
"3B001830DC","D",2025-10-03 09:04:59,"SYT",NA,"HY",12,0,26
"3B001830DC","D",2025-10-03 09:05:01,"SYT",NA,"HY",2,0,26
"3B001830DC","D",2025-10-03 09:06:53,"SYT",NA,"HY",112,0,26
"3B004ABFEC","D",2025-10-03 11:03:24,"RBP","M","ASY",6991,1,27
"3B0019BFB3","D",2025-10-03 11:03:32,"RSD","M","HY",8,0,27
"3B004ABFEC","D",2025-10-03 11:04:05,"RBP","M","ASY",33,0,27
"3B004ABFEC","D",2025-10-03 11:04:06,"RBP","M","ASY",1,0,27
"3B004ABFEC","D",2025-10-03 11:04:07,"RBP","M","ASY",1,0,27
"3B004ABFEC","D",2025-10-03 11:04:08,"RBP","M","ASY",1,0,27
"3B004ABFEC","D",2025-10-03 11:04:11,"RBP","M","ASY",3,0,27
"3B004ABFEC","D",2025-10-03 11:04:12,"RBP","M","ASY",1,0,27
"3B004ABFEC","D",2025-10-03 11:04:13,"RBP","M","ASY",1,0,27
"3B0019BFB3","D",2025-10-03 11:04:49,"RSD","M","HY",36,0,27
"3B0019BFB3","D",2025-10-03 11:04:50,"RSD","M","HY",1,0,27
"3B0019BFB3","D",2025-10-03 11:04:51,"RSD","M","HY",1,0,27
"3B0019BFB3","D",2025-10-03 11:04:52,"RSD","M","HY",1,0,27
"3B0019BFB3","D",2025-10-03 11:04:53,"RSD","M","HY",1,0,27
"3B004ABFEC","D",2025-10-03 11:05:00,"RBP","M","ASY",7,0,27
"3B004ABFEC","D",2025-10-03 11:05:01,"RBP","M","ASY",1,0,27
"3B004ABFEC","D",2025-10-03 11:05:02,"RBP","M","ASY",1,0,27
"3B0019BFB3","D",2025-10-03 11:06:01,"RSD","M","HY",59,0,27
"3B0019BFB3","D",2025-10-03 11:06:02,"RSD","M","HY",1,0,27
"3B0019BFB3","D",2025-10-03 11:06:03,"RSD","M","HY",1,0,27
"3B0019BFB3","D",2025-10-03 11:06:04,"RSD","M","HY",1,0,27
"3B0019BFB3","D",2025-10-03 11:06:05,"RSD","M","HY",1,0,27
"3B0019BFB3","D",2025-10-03 11:06:06,"RSD","M","HY",1,0,27
"3B0019BFB3","D",2025-10-03 11:06:07,"RSD","M","HY",1,0,27
"3B0019BFB3","D",2025-10-03 11:06:08,"RSD","M","HY",1,0,27
"3B0018E4BF","D",2025-10-04 08:09:15,"WBT","M","AHY",75787,1,28
"3B0018E4BF","D",2025-10-04 08:09:18,"WBT","M","AHY",3,0,28
"3B0019BFB3","D",2025-10-04 15:54:30,"RSD","M","HY",27912,1,29
"3B0019BFB3","D",2025-10-04 15:55:27,"RSD","M","HY",57,0,29
"3B0019BFB3","D",2025-10-04 15:55:29,"RSD","M","HY",2,0,29
"3B0019BFB3","D",2025-10-04 15:56:13,"RSD","M","HY",44,0,29
"3B0019BFB3","D",2025-10-04 15:56:15,"RSD","M","HY",2,0,29
"3B0019BFB3","D",2025-10-04 15:58:08,"RSD","M","HY",113,0,29
"3B004ABFEC","D",2025-10-04 15:58:45,"RBP","M","ASY",37,0,29
"3B004ABFEC","D",2025-10-04 16:29:03,"RBP","M","ASY",1818,1,30
"3B001830DC","D",2025-10-04 16:29:11,"SYT",NA,"HY",8,0,30
"3B004ABFEC","D",2025-10-04 16:29:46,"RBP","M","ASY",35,0,30
"3B001830DC","D",2025-10-04 16:30:05,"SYT",NA,"HY",19,0,30
"3B001830DC","D",2025-10-04 16:30:06,"SYT",NA,"HY",1,0,30
"3B004ABFEC","D",2025-10-04 16:30:07,"RBP","M","ASY",1,0,30
"3B004ABFEC","D",2025-10-04 16:30:08,"RBP","M","ASY",1,0,30
"3B004ABFEC","D",2025-10-04 16:30:29,"RBP","M","ASY",21,0,30
"3B0019BFB3","D",2025-10-04 16:30:37,"RSD","M","HY",8,0,30
"3B0019BFB3","D",2025-10-04 16:30:40,"RSD","M","HY",3,0,30
"3B001830DC","D",2025-10-04 16:31:26,"SYT",NA,"HY",46,0,30
"3B001830DC","D",2025-10-04 16:31:27,"SYT",NA,"HY",1,0,30
"3B004ABFEC","D",2025-10-04 16:31:36,"RBP","M","ASY",9,0,30
"3B004ABFEC","D",2025-10-04 16:31:39,"RBP","M","ASY",3,0,30
"3B0019BFB3","D",2025-10-04 16:35:32,"RSD","M","HY",233,1,31
"3B0018E4BF","D",2025-10-05 08:34:19,"WBT","M","AHY",57527,1,32
"3B0018E4BF","D",2025-10-05 08:35:38,"WBT","M","AHY",79,0,32
"3B0018E4BF","D",2025-10-05 08:35:39,"WBT","M","AHY",1,0,32
"3B0018E4BF","D",2025-10-05 08:38:01,"WBT","M","AHY",142,1,33
"3B0018E4BF","D",2025-10-05 08:38:02,"WBT","M","AHY",1,0,33
"3B0018E4BF","D",2025-10-05 08:38:03,"WBT","M","AHY",1,0,33
"3B0018E4BF","D",2025-10-05 08:39:10,"WBT","M","AHY",67,0,33
"3B0018E4BF","D",2025-10-05 08:39:12,"WBT","M","AHY",2,0,33
"3B0018E4BF","D",2025-10-05 08:43:20,"WBT","M","AHY",248,1,34
"3B0018E4BF","D",2025-10-05 08:43:21,"WBT","M","AHY",1,0,34
"3B0018E4BF","D",2025-10-05 08:43:22,"WBT","M","AHY",1,0,34
"3B0018E4BF","D",2025-10-05 08:44:04,"WBT","M","AHY",42,0,34
"3B0018E4BF","D",2025-10-05 08:44:05,"WBT","M","AHY",1,0,34
"3B0018E4BF","D",2025-10-05 08:44:06,"WBT","M","AHY",1,0,34
"3B0018E4BF","D",2025-10-05 08:44:07,"WBT","M","AHY",1,0,34
"3B004ABFEC","D",2025-10-05 08:58:30,"RBP","M","ASY",863,1,35
"3B0019BFB3","D",2025-10-05 08:58:41,"RSD","M","HY",11,0,35
"3B004ABFEC","D",2025-10-05 08:59:13,"RBP","M","ASY",32,0,35
"3B001830DC","D",2025-10-05 08:59:54,"SYT",NA,"HY",41,0,35
"3B004ABFEC","D",2025-10-05 09:00:25,"RBP","M","ASY",31,0,35
"3B0019BFB3","D",2025-10-05 09:00:48,"RSD","M","HY",23,0,35
"3B0019BFB3","D",2025-10-05 09:00:49,"RSD","M","HY",1,0,35
"3B0019BFB3","D",2025-10-05 09:00:50,"RSD","M","HY",1,0,35
"3B0019BFB3","D",2025-10-05 09:00:51,"RSD","M","HY",1,0,35
"3B0019BFB3","D",2025-10-05 09:01:44,"RSD","M","HY",53,0,35
"3B0019BFB3","D",2025-10-05 09:01:45,"RSD","M","HY",1,0,35
"3B0019BFB3","D",2025-10-05 09:03:01,"RSD","M","HY",76,0,35
"3B001830DC","D",2025-10-05 09:03:28,"SYT",NA,"HY",27,0,35
"3B001830DC","D",2025-10-05 09:05:10,"SYT",NA,"HY",102,0,35
"3B001830DC","D",2025-10-05 09:07:30,"SYT",NA,"HY",140,1,36
"3B001830DC","D",2025-10-05 09:07:31,"SYT",NA,"HY",1,0,36
"3B001830DC","D",2025-10-05 09:10:18,"SYT",NA,"HY",167,1,37
"3B001830DC","D",2025-10-05 09:10:20,"SYT",NA,"HY",2,0,37
"3B004ABFEC","D",2025-10-05 09:10:32,"RBP","M","ASY",12,0,37
"3B004ABFEC","D",2025-10-05 09:10:33,"RBP","M","ASY",1,0,37
"3B004ABFEC","D",2025-10-05 09:10:34,"RBP","M","ASY",1,0,37
"3B0019BFB3","D",2025-10-05 09:11:29,"RSD","M","HY",55,0,37
"3B0019BFB3","D",2025-10-05 09:11:30,"RSD","M","HY",1,0,37
"3B004ABFEC","D",2025-10-05 09:11:34,"RBP","M","ASY",4,0,37
"3B004ABFEC","D",2025-10-05 09:11:36,"RBP","M","ASY",2,0,37
"3B004ABFEC","D",2025-10-05 09:11:37,"RBP","M","ASY",1,0,37
"3B001830DC","D",2025-10-05 09:11:52,"SYT",NA,"HY",15,0,37
"3B001830DC","D",2025-10-05 09:11:53,"SYT",NA,"HY",1,0,37
"3B001830DC","D",2025-10-05 09:11:54,"SYT",NA,"HY",1,0,37
"3B0019BFB3","D",2025-10-05 09:11:59,"RSD","M","HY",5,0,37
"3B0019BFB3","D",2025-10-05 09:12:00,"RSD","M","HY",1,0,37
"3B001830DC","D",2025-10-05 09:14:42,"SYT",NA,"HY",162,1,38
"3B001830DC","D",2025-10-05 09:14:43,"SYT",NA,"HY",1,0,38
"3B001830DC","D",2025-10-05 09:15:39,"SYT",NA,"HY",56,0,38
"3B001830DC","D",2025-10-05 09:15:40,"SYT",NA,"HY",1,0,38
"3B001830DC","D",2025-10-05 09:15:41,"SYT",NA,"HY",1,0,38
"3B004ABFEC","D",2025-10-05 09:15:44,"RBP","M","ASY",3,0,38
"3B004ABFEC","D",2025-10-05 09:15:45,"RBP","M","ASY",1,0,38
"3B0018E4BF","D",2025-10-05 09:46:43,"WBT","M","AHY",1858,1,39
"3B0018E4BF","D",2025-10-05 09:46:44,"WBT","M","AHY",1,0,39
"3B0018E4BF","D",2025-10-05 09:46:45,"WBT","M","AHY",1,0,39
"3B0018E4BF","D",2025-10-05 09:46:46,"WBT","M","AHY",1,0,39
"3B0018E4BF","D",2025-10-05 09:46:47,"WBT","M","AHY",1,0,39
"3B004C7D1E","D",2025-10-05 09:47:55,"YWD","F","AHY",68,0,39
"3B004C7D1E","D",2025-10-05 09:47:56,"YWD","F","AHY",1,0,39
"3B004C7D1E","D",2025-10-05 09:47:57,"YWD","F","AHY",1,0,39
