,Year,Data Needed (see orange cell),Blood in Hand (ref. priority extraction sheet for location of sample) ,,Metal  # (highlighted yellow if missing data on this bird),Color Combo,Sex,Date,"Status (New,Previous year, It's Alive!!)",Location: Feeder/MistNet/NB,"Age (ASY,AHY,HY(Juv),Nestling)","Color crest (3blk,2drk grey,1light grey)","Color proximal lower mandible (3blk,2drk grey,1light grey)",Blood Taken,Feathers Taken,Mass (g),Tarsus (mm),Wing (mm),RFID #,Tarsus/wing  collected by,IA nestbox of origin,Notes,Other Notes,Recapture date,Recapture location,
,2021,,Yes,,271156861,SOW,,06/24/21,N,F14,HY,1,1,Y,,18.1,19.6,73.5,01103FE1EE,AS,,,,,,
,2021,,Yes,,271156813,SWL,,06/24/21,R,F14,,,,,,,,,,AS,,,,,,
,2021,,Yes,,271156862,SOR,,06/24/21,N,F9,HY,1,1,Y,,18.2,20.6,73.0,01103FE548,AS,,,,,,
,2021,,,,271156724,YNL,,06/24/21,R,F5,,,,,,,20.2,74.0,,AS,,,,,,
,2021,,Yes,,271156819,SNG,,06/25/21,R,F17,,,,,,,,,,MS,,,,,,
,2021,,,,244102131,YSS,,06/25/21,R,F18,,,,,,,,,,,,,,,,
,2021,,,,271156859,,,06/25/21,R,F4,,,,,,,,,,,,,,,,
,2021,,,,271156747,STO,,06/25/21,R,F16,,,,,,,,,,,,Possibly SGO? This metal band combination was listed with SGO ealier in the data sheet ,,,,
,2021,,,,244102107,RBS,,06/25/21,R,F12,,,,,,,22.8,76.0,,JL,,,,,,
,2021,,,,244102049,SRW,,06/25/21,R,F16,,,,,,,20.6,78.5,,MS,,"bloody beak :( , very stressed out poor guy",,,,
,2021,,,,244160923,SRY,,06/25/21,R,F17,,2,,,,,,74.0,,"JL, GB",,,,,,
,2021,,,,244160974,RLR,,06/25/21,R,F16,,,,,,,20.4,75.0,,"MS, GB",,angry angry,,,,
,2021,,,,271156863,SOL,,06/25/21,N,F16,HY,1,1,N,,16.3,19.3,73.0,01103FE2C4,MS,,"not a bleeder, tried both wings, dehydrated",,,,
,2021,,Yes,,271156864,SYB,,06/25/21,N,F17,AHY,2,1,Y,,21.8,21.3,77.5,01103FE78A,"MS, MD",,"definitely bleed again, dehydrated/sickly",,,,
,2021,,Yes,,271156865,SOO,,06/25/21,N,F11,HY,1,1,Y,,17.4,19.8,74.0,01103FDE8D,"MS, GB",,,,,,
,2021,,,,271156724,YNL,,06/25/21,R,F13,,,,,,,,,,,,,,,,
,2021,,,,244102186,YOT,,06/28/21,R,F14,,,,,,,20.0,71.0,,JL,,,,,,
,2021,,,,271156857,SWO,,06/28/21,R,F3,,,,,,,,,,UE,,,,,,
,2021,,,,271156855,SOS,,06/28/21,R,F6,,,,,,,,,,MD,,,,,,
,2021,,Yes,,271156866,SYL,,06/28/21,N,F5,,1,1,Y,,16.9,22.2,70.0,01103FD9E1,UE,,,,,,
,2021,,,,271156724,YNL,,06/28/21,R,F5,,,,,,,,,,MD,,,,,,
,2021,,,,271156867,STO,,06/28/21,N,F9,,,,N,,,,,01103FDFE2,JL,,,,,,
,2021,,Yes,,271156868,SNO,,06/28/21,N,F6,ASY,3,2,Y,,18.8,19.7,77.0,01103FD9C8,MD,,:(,,,,
,2021,,,,244102154,SGG,,06/28/21,R,F3,,,,,,,,,,UE,,lost it when gone to mass,,,,
,2021,,,,271156861,SOW,,06/28/21,R,F14,,,,,,,,,,,,,,,,
,2021,,,,244160952,SSR,,06/28/21,R,F4,,3,2,,,,,71.0,,,,,,,,
,2021,,Yes,,271156870,SLY,,06/28/21,N,F9,,1,1,Y,,17.3,23.2,72.0,01103FE10C,,,,,,,
,2021,,Yes,,271156871,STR,,06/28/21,N,F4,,1,1,Y,,16.5,19.6,70.0,01103FE2E2,UE,,,,,,
,2021,,,,271156855,SOS,,06/28/21,R,F7,HY,,,,,,,,,,,caught twice in one day,,,,
,2021,,Yes,,271156864,SYB,,06/29/21,R,F?,HY,,,,,,,,,,,,,,,
,2021,,Yes,,271156872,SLR,,06/30/21,N,F12,HY,1,1,Y,,16.6,20.7,74.0,01103FE4D3,"UE,MD",,,,,,
,2021,,,,see note,?tt,,06/30/21,R,F12,AHY,,,,,,,,,"UE,MD",,"RFID gone from right leg, metal mand still there, leg absolutley mangled, like hanging backward. Injury does not look super new, no blood or anything. Released without handling due to fucked up leg, speculate bird might be STT 271156807 because it is an adult and a 5 was seen in band number, this is the only bird that matches that description. RFID snagged on someting and broke leg when pulled away?",,,,
,2021,,,,244102106,RBB,,06/30/21,R,F12,,,,,,,,,,"UE, MD",,,,,,
,2021,,,,271156865,SOO,,06/30/21,R,F11,,,,,,,,,,"UE, MD",,,,,,
,2021,,Yes,,271156873,GNT,,06/30/21,N,F11,HY,1,1,Y,,17.7,20.3,75.0,01103F45FC,"UE, MD",,Had to start using greens for adults,,,,
,2021,,,,244102106,RBB,,06/30/21,R,F12,HY,,,,,,,,,"UE, MD",,"This guy is dumb, caught twice in same trap same day",,,,
,2021,,,,244102107,RBS,,06/30/21,R,F12,HY,,,,,,,,,"UE, MD",,,,,,
,2021,,,,244160874,RON,,06/30/21,R,F10,HY,1,1,,,,19.8,72.5,,AS,,,,,,
,2021,,Yes,,271156874,GYY,,06/30/21,N,F6,HY,1,1,Y,,18.8,20.4,74.8,01103FD8DE,"UE, MD",,,,,,
,2021,,,,271156855,SOS,,06/30/21,R,F6,HY,,,,,,,,,,,,,,,
,2021,,,,271156815,SWR,,07/01/21,R,F21,,,,,,18.4,21.4,71.0,,JL,,,,,,
,2021,,,,244102162,YSG,,07/01/21,R,F20,HY,1,1,,,,20.6,75.0,,JL,,,,,,
,2021,,,,271156875,GYO,,07/01/21,N,F18,HY,1,1,Y,,16.6,20.0,73.0,01103F9EDF,JL,,,,,,
,2021,,,,271156876,GGT,,07/01/21,N,F16,AHY,2,2,N,,,,,01103FBA7A,JL,,"Stressed; released before mass, tarsus, and wing",,,,
,2021,,,,271156819,SNG,,07/01/21,R,F17,,,,,,,,,,JL,,,,,,
,2021,,,,271156877,GNR,,07/01/21,N,F16,HY,1,1,Y,,17.2,19.1,72.0,01103FCC39,JL,,,,,,
,2021,,,,271156878,GTO,,07/01/21,N,F16,HY,1,1,Y,,18.9,19.9,75.0,01103FB1BD,JL,,,,,,
,2021,,,,271156879,GOB,,07/01/21,N,F18,AHY,2,1,Y,,19.3,23.8,76.0,01103F60DE,JL,,Heavy bleeder,,,,
,2021,,,,271156880,GTN,,07/01/21,N,F20,HY,1,1,Y,,17.5,22.6,74.0,01103F601E,,,,,,,
,2021,,,,271156807,STT,,07/01/21,R,F16,,,,,,,,,,,,,,,,
,2021,,,,271156899,SYO,,07/01/21,R,F17,,,,,,,,,,,,,,,,
,2021,,,,271156819,SNG,,07/07/21,R,F17,,,,,,,,,,,,,,,,
,2021,,,,271156862,SOR,,07/07/21,R,F9,,,,,,,,,,,,,,,,
,2021,,,,244102162,YSG,,07/07/21,R,F20,,,,,,,,,,,,,,,,
,2021,,,,271156881,STL,,07/07/21,N,F8,HY,1.5,1,Y,,17.8,18.3,75.2,01103FA746,"MD, UE",,,,,,
,2021,,,,271156899,SYO,,07/07/21,R,F17,,,,,,,,,,,,,,,,
,2021,,,,,SLY,,07/07/21,,,,,,,,,,,,,,,,,,
,2021,,,,244102161,YSR,,07/07/21,,,,1,1,,,,19.2,77.0,,,,,,,,
,2021,,,,271156867,STO,,07/07/21,R,F9,HY,1,1,N,,,19.8,72.5,,MD,,"5 stabs, no blood, tiny vein :(",,,,
,2021,,,,271156882,SNS,,07/07/21,N,F8,ASY,3,2,Y,,18.4,,73.0,01103FD94F,"MD, UE",,"tarsus measured fucked up, bled a lot & moved",,,,
,2021,,,,271156883,SNN,,07/07/21,N,F8,HY,1,1,N,,,,,01103FDADA,"UE, MD",,Lost him trying to finish,,,,
,2021,,,,244102182,YOS,,07/08/21,R,F4,,,,,,,,,,AS,,,,,,
,2021,,,,244102154,SGG,,07/08/21,R,F3,,,,,,20.7,20.2,73.8,,AS,,,,,,
,2021,,,,271156859,,,07/08/21,R,F3,,,,,,,,,,AS,,,,,,
,2021,,,,271156899,SYO,,07/08/21,R,F17,,,,,,,20.1,76.2,,"AS, UE",,,,,,
,2021,,,,271156724,YNL,,07/08/21,R,F5,,,,,,,,,,AS,,,,,,
,2021,,yes,,271156884,SOT,,07/08/21,N,F18,AHY,2,2,Y,,19.5,16.4,75.8,01103FD8BC,AS,,,,,,
,2021,,yes,,271156885,SYN,,07/08/21,N,F18,HY,1,1,Y,,18.8,17.3,74.5,01103FDBB8,"AS, TC",,,,,,
,2021,,yes,,271156886,SLW,,07/10/21,N,F7,HY,1,1,Y,,19.2,20.9,75.5,01103FE31E,"AS, MD",,"Murphy thinks it's SWL, tarsus estimated",,,,
,2021,,yes,,271156887,SLN,,07/10/21,N,F7,HY,1,1,Y,,16.4,19.2,73.0,01103FDABD,"AS, MD",,,,,,
,2021,,,,271156888,GYW,,07/10/21,N,mistnet by F7,HY,1,1,Y,,20.2,20.6,72.0,01103FB6DC,"AS, UE, TM",,7/4/23: captured with PTL,Blood taken for Summer '23 season. Has been recaptured more times before 6/30/23,"6/30/23, 7/3/23, 7/3/23, 7/4/23, 7/10/23, 6/24/24","FL, FH, FM, FK, FL, FK",
,2021,,yes,,271156889,GYG,,07/10/21,N,mistnet by F7,HY,1,1,Y,,18.5,18.6,71.5,01103F8DDC,AS,,,,,,
,2021,,,,271156890,GWW,,09/25/21,N,F3,HY,2,1,Y,,18.3,19.6,72.0,01103FD511,"TC,MD",,"Thin blood, keeps bleeding",,,,
,2021,,,,271156891,GWG,,10/02/21,N,F8,HY,2,1,Y,,18.9,20.1,71.0,01103FB6D5,"AS,JL",,,,,,
,2021,,,,271156892,GWT,,10/09/21,N,F8,AHY,3,3,N,,-,-,-,01103F7A59,"TC,AS",,"Tried to bleed but escaped,might have poked but unsure",,,,
,2021,,,,244102066,YRB,,10/09/21,R,F8,ASY,3,2,-,,18.0,20.5,76.0,-,"MS,AS",,,,,,
,2021,,,,244160984,RON,,10/09/21,R,F8,AHY,2,2,-,,18.9,20.2,75.5,-,"AS,MS,UE",,,,,,
,2021,,,,271156823,GWR,,11/13/21,R,F7,HY,3,2,-,,-,19.6,73.0,-,"TC,AS",,,,,,
,2021,,,,271156781,SST,,11/13/21,R,F7,-,-,-,-,,-,-,-,-,"TC,AS",,,,,,
,2021,,,,271156893,GWT,,11/13/2021,N,F5,AHY,3,2,-,,18.8,20.9,76.5,01103F3CBC,"TC,AS",,,There are ~3 birds with this GWT combo,,,
,2021,,,,271156891,GWG,,11/13/21,R,F8,-,-,-,-,,-,-,-,-,"AS,TC",,,,,,
,2021,,,,271156894,GWO,,11/13/21,N,F8,AHY,3,2,Y,,16.5,18.7,71.5,01103F6B93,"AS,TC",,,,,,
,2022,,,,271156895,GWS,,02/20/22,N,F9,AHY,3,3,Y,,20.3,21.7,78.0,01103F5781,"AS, MH, JL",,,,,,
,2022,,,,271156888,GYW,,02/20/22,R,F8,,,,,,,,,,"AS, MH, JL",,white band was missing and then replaced,,,7/10/2023,
,2022,,,,244102161,YSR,,02/20/22,R,F5,AHY,2,2,N,,17.1,20.9,77.0,,"TC, AS, JL",,,,,,
,2022,,,,271156871,STR,,02/20/22,R,F5,,,,,,,,,,,,,,,,
,2022,,,,271156781,SST,,05/01/22,R,F6,,,,,,,,,,"MD, MA",,,,,,
,2022,,,,269121901,CGR,,05/01/22,N,NB18,Nestling,,,Y,,20.5,,,3B0018D368,TM,,Two had already fledged nest when returned,feather sample taken,,,
,2022,,,,269121902,COW,,05/01/22,N,NB18,Nestling,,,Y,,18.0,,,3B0018734E,"AS2, TM",,,feather sample taken,,,
,2022,,,,269121903,CRY,,05/01/22,N,NB18,Nestling,,,Y,,19.8,,,3B0018A9D4,"AS2, TM",,,feather sample taken,,,
,2022,,,,269121904,COY,M,05/01/22,N,NB54,Nestling,,,Y,,16.6,,,3B0018CF5F,"AS2, TM",,,feather sample taken,,,
,2022,,,,269121891,CTR,,05/01/22,N,NB24,Nestling,,,Y,,16.7,,,3B0018C37B,"TC, AS, MD",,,feather sample taken,,,
,2022,,,,269121889,CTY,,05/01/22,N,NB24,Nestling,,,Y,,18.5,,,3B001A8AAB,"TC, AS, MD",,Name is Steve Busceni,feather sample taken,,,
,2022,,,,269121888,CTT,,05/01/22,N,NB24,Nestling,,,Y,,16.5,,,3B00194116,"TC, AS, MD",,,feather sample taken,,,
,2022,,,,269121893,CTO,,05/01/22,N,NB24,Nestling,,,Y,,17.9,,,3B00188F3C,"TC, AS, MD",,,feather sample taken,,,
,2022,,,,269121892,CTL,,05/01/22,N,NB24,Nestling,,,Y,,19.9,,,3B001871FB,"TC, AS, MD",,,feather sample taken,,,
,2022,,,,269121899,CLY,,05/01/22,N,NB21,Nestling,,,Y,,18.8,,,3B0018B735,"TC, AS, MD",,"9TH feather taken, wing feather on R wing",feather sample taken,,,
,2022,,,,269121898,CLL,,05/01/22,N,NB21,Nestling,,,Y,,17.1,,,3B00193CC2,"TC, AS, MD",,"main took two feathers, only a little blood",feather sample taken,,,
,2022,,,,269121897,CLR,,05/01/22,N,NB21,Nestling,,,Y,,18.1,,,3B0018F379,"TC, AS, MD",,,feather sample taken,,,
,2022,,,,269121896,CLN,,05/01/22,N,NB21,Nestling,,,Y,,16.8,,,3B0048260E,"TC, AS, MD",,,feather sample taken,,,
,2022,,,,269121895,CLT,,05/01/22,N,NB21,Nestling,,,Y,,17.1,,,3B0018A3E1,"TC, AS, MD",,,feather sample taken,,,
,2022,,,,269121894,CLO,,05/01/22,N,NB21,Nestling,,,Y,,17.4,,,3B0018191A,"TC, AS, MD",,,feather sample taken,,,
,2022,,,,269121801,COO,,05/04/22,N,NB54,Nestling,,,Y,,15.4,19.3,,3B0018FAE7,"TC, AS, MH",,not a lot of blood taken,feather sample taken,,,
,2022,,,,269121887,COB,,05/04/22,N,NB54,Nestling,,,Y,,16.3,19.4,,3B0018327E,"TC, AS, MH",,bled a lot - more than normal,feather sample taken,,,
,2022,,,,269121802,COT,,05/04/22,N,NB54,Nestling,,,Y,,17.9,20.0,,3B00190EF6,"TC, AS, MH",,,feather sample taken,,,
,2022,,,,269121803,COL,,05/04/22,N,NB54,Nestling,,,Y,,17.4,18.8,,3B0018E07F,"TC, AS, MH",,,feather sample taken,,,
,2022,,,,269121804,CON,,05/04/22,N,NB54,Nestling,,,Y,,16.1,18.9,,3B0048E860,"TC, AS, MH",,,feather sample taken,,,
,2022,,,,269121805,CBB,,05/04/22,N,NB16,Nestling,,,Y,,17.1,20.0,,3B0018CD44,"TC, AS, MH",,,feather sample taken,,,
,2022,,,,269121806,CBO,,05/04/22,N,NB16,Nestling,,,Y,,16.9,19.7,,3B00193B6A,"TC, AS, MH",,,feather sample taken,,,
,2022,,,,269121807,CNN,,05/04/22,N,NB12,Nestling,,,Y,,18.7,21.9,,3B00193738,"TC, AS, MH",,,feather sample taken,,,
,2022,,,,269121808,CNO,,05/04/22,N,NB12,Nestling,,,Y,,17.1,19.1,,3B0018E727,"TC, AS, MH",,,feather sample taken,,,
,2022,,,,269121810,CNB,,05/04/22,N,NB12,Nestling,,,Y,,16.9,19.3,,3B0018891E,"TC, AS, MH",,,feather sample taken,,,
,2022,,,,269121811,--NT,,05/04/22,N,NB12,Nestling,,,Y,,16.3,17.1,,,"TC, AS, MH",,,feather sample taken,,,
,2022,,,,269121812,CNL,,05/04/22,N,NB12,Nestling,,,Y,,17.9,20.3,,3B00181942,"TC, AS, MH",,All adult measurements have been collected (below),feather sample taken,"6/14/24, 7/3/23","F6, FH",
,2022,,,,269121872,CYT,,05/08/22,N,NB43,Nestling,,,Y,,17.4,20.6,,3B00186B6F,"TC, AS",,,feather sample taken,,,
,2022,,,,269121871,CYL,,05/08/22,N,NB43,Nestling,,,Y,,18.2,20.8,,3B00189986,"TC, AS",,,feather sample taken,,,
,2022,,,,269121870,CYN,,05/08/22,N,NB43,Nestling,,,Y,,18.4,21.6,,3B00184A3D,"TC, AS",,,feather sample taken,,,
,2022,,,,269121809,CBT,,05/08/22,N,NB53,Nestling,,,Y,,17.0,19.4,,3B00185E96,"TC, AS",,bands on opposite legs; hard to bleed,feather sample taken,,,
,2022,,,,269121886,CBL,,05/08/22,N,NB53,Nestling,,,Y,,17.7,19.2,,3B0048482A,"TC, AS",,bands on opposite legs; hard to bleed,feather sample taken,,,
,2022,,,,269121885,CBN,,05/08/22,N,NB53,Nestling,,,Y,,16.8,19.7,,3B0019CF1B,"TC, AS",,,feather sample taken,,,
,2022,,,,269121884,CBY,,05/08/22,N,NB53,Nestling,,,Y,,17.9,19.7,,3B00192760,"TC, AS",,,feather sample taken,,,
,2022,,,,269121883,CBR,,05/08/22,N,NB53,Nestling,,,Y,,,,,3B001879FD,"TC, AS",,weight and tarsus forgot to be taken,feather sample taken,,,
,2022,,,,269121882,CTB,,05/08/22,N,NB8,Nestling,,,Y,,16.2,19.8,,3B004A7418,"TC, AS",,,feather sample taken,,,
,2022,,,,269121881,CTN,,05/08/22,N,NB8,Nestling,,,Y,,16.9,19.5,,01103FE5B9,"TC, AS",,,feather sample taken,,,
,2022,,,,269121880,CTS,,05/08/22,N,NB8,Nestling,,,Y,,17.5,19.3,,3B001840DE,"TC, AS",,,feather sample taken,7/19/2023,FG,
,2022,,,,269121879,CNY,,05/08/22,N,NB64,Nestling,,,Y,,17.8,18.8,,3B00190C63,"TC, AS",,,feather sample taken,,,
,2022,,,,269121878,CNR,,05/08/22,N,NB64,Nestling,,,Y,,18.7,20.0,,3B001900AE,"TC, AS",,,feather sample taken,,,
,2022,,,,269121877,CNS,,05/08/22,N,NB64,Nestling,,,Y,,18.9,19.8,,3B00192F75,"TC, AS",,,feather sample taken,,,
,2022,,,,269121876,CNW,,05/08/22,N,NB64,Nestling,,,Y,,18.5,20.1,,3B00193803,"TC, AS",,,feather sample taken,,,
,2022,,,,269121813,CNG,,05/08/22,N,NB64,Nestling,,,Y,,19.2,20.5,,3B0019327D,"TC, AS",,,feather sample taken,,,
,2022,,,,269121875,CYY,,05/08/22,N,NB43,Nestling,,,Y,,18.4,19.3,,3B0018D13E,"TC, AS",,,feather sample taken,,,
,2022,,,,269121874,CYO,,05/08/22,N,NB43,Nestling,,,Y,,18.4,19.6,,3B0018B786,"TC, AS",,,feather sample taken,,,
,2022,,,,269121873,CYB,,05/08/22,N,NB43,Nestling,,,Y,,19.0,19.3,,3B00193746,"TC, AS",,,feather sample taken,,,
,2022,,,,271156896,CRR,,05/11/22,N,NB20,Nestling,,,Y,,18.1,19.3,,3B0018D330,"TC, AS, TT",,,"feathered, Parent 1 SOO",,,
,2022,,,,271156897,CRO,,05/11/22,N,NB20,Nestling,,,Y,,17.9,20.2,,3B00183C83,"TC, AS, TT",,,"feathered, Parent 1 SOO",,,
,2022,,,,271156898,CRB,,05/11/22,N,NB20,Nestling,,,Y,,19.2,19.9,,3B0018E35B,"TC, AS, TT",,,"feathered, Parent 1 SOO",,,
,2022,,,,269121817,CRT,,05/11/22,N,NB20,Nestling,,,Y,,18.1,20.0,,3B00191D69,"TC, AS, TT",,,"feathered, Parent 1 SOO",,,
,2022,,,,269121869,CRL,,05/11/22,N,NB20,Nestling,,,Y,,18.8,19.8,,3B00490397,"TC, AS, TT",,,"feathered, Parent 1 SOO",6/30/2023,FH,
,2022,,,,269121814,CSS,,05/11/22,N,NB7,Nestling,,,Y,,18.3,19.1,,3B00185C36,"TC, AS, TT",,,Feathered,,,
,2022,,,,269121815,CSO,,05/11/22,N,NB7,Nestling,,,Y,,17.9,18.8,,3B00189779,"TC, AS, TT",,,Feathered,,,
,2022,,,,269121816,CSB,,05/11/22,N,NB7,Nestling,,,Y,,19.8,20.2,,3B001878C4,"TC, AS, TT",,,Feathered,,,
,2022,,,,269121818,CST,,05/11/22,N,NB7,Nestling,,,Y,,18.1,19.3,,3B0018FA74,"TC, AS, TT",,,Feathered,,,
,2022,,,,269121819,CSL,,05/11/22,N,NB7,Nestling,,,Y,,16.5,18.3,,3B0018FA42,"TC, AS, TT",,,Feathered,,,
,2022,,,,269121820,CWW,,05/11/22,N,NB25,Nestling,,,Y,,19.8,20.9,,3B00188A83,"TC, AS, TT",,,Feathered; Parent 1 GOS/B,,,
,2022,,,,269121821,CWO,,05/11/22,N,NB25,Nestling,,,Y,,16.2,19.5,,3B001896EB,"TC, AS, TT",,,Feathered; Parent 2: unbanded,,,
,2022,,,,269121822,CWB,,05/11/22,N,NB25,Nestling,,,Y,,16.9,19.7,,3B00192B05,"TC, AS, TT",,,Feathered ,,,
,2022,,,,269121823,CWT,,05/11/22,N,NB25,Nestling,,,Y,,18.4,20.5,,3B0048FEC5,"TC, AS, TT",,,Feathered ,,,
,2022,,,,269121824,CWL,,05/11/22,N,NB25,Nestling,,,Y,,17.0,20.0,,3B00192FAB,"TC, AS, TT",,,Feathered,,,
,2022,,,,269121833,CGT,,05/15/22,N,NB45,Nestling,,,Y,,17.1,20.0,,3B0019491B,"TC, AS, AS#2",,,Feathered,,,
,2022,,,,269121834,CGL,,05/15/22,N,NB45,Nestling,,,Y,,18.0,20.4,,3B004802E0,"TC, AS, AS#3",,,Feathered,,,
,2022,,,,269121835,CGN,,05/15/22,N,NB45,Nestling,,,Y,,17.1,20.0,,3B001931DA,"TC, AS, AS#4",,,Feathered,,,
,2022,,,,269121830,CGG,,05/15/22,N,NB45,Nestling,,,Y,,17.1,20.0,,3B00194C3C,"TC, AS, AS#5",,,Feathered,,,
,2022,,,,269121831,CGO,,05/15/22,N,NB45,Nestling,,,Y,,17.3,19.7,,3B0018F7F9,"TC, AS, AS#6",,,Feathered,,,
,2022,,,,269121832,CGB,,05/15/22,N,NB45,Nestling,,,Y,,18.0,20.2,,3B0018A2EE,"TC, AS, AS#7",,,Feathered,,,
,2022,,,,269121836,COR,,05/15/22,N,NB49,Nestling,,,Y,,19.6,20.3,,3B00186F7D,"TC, AS, AS#8",,,Feathered,,,
,2022,,,,269121837,COS,,05/15/22,N,NB49,Nestling,,,Y,,20.5,21.0,,3B00182B30,"TC, AS, AS#9",,,Feathered,,,
,2022,,,,269121838,COG,,05/15/22,N,NB49,Nestling,,,Y,,19.6,20.7,,3B00186E90,"TC, AS, AS#10",,,Feathered,,,
,2022,,,,269121825,CSN,,05/15/22,N,NB56,Nestling,,,Y,,17.2,19.7,,3B00191766,"TC, AS, AS#11",,,Feathered,,,
,2022,,,,269121826,CSY,,05/15/22,N,NB56,Nestling,,,Y,,17.0,19.6,,3B00189924,"TC, AS, AS#12",,,Feathered,,,
,2022,,,,269121827,CSR,,05/15/22,N,NB56,Nestling,,,Y,,18.5,20.3,,3B0018D53C,"TC, AS, AS#13",,,Feathered,,,
,2022,,,,269121828,CSW,,05/15/22,N,NB56,Nestling,,,Y,,18.3,19.8,,3B00190F8B,"TC, AS, AS#14",,,Feathered,,,
,2022,,,,269121829,CSG,,05/15/22,N,NB56,Nestling,,,Y,,17.3,19.2,,3B00193309,"TC, AS, AS#15",,,Feathered,,,
,2022,,,,269121839,CYR,,05/18/22,N,NB17,Nestling,,,Y,,19.2,20.9,,3B0018FE5E," JL,MD ",,,Feathered,,,
,2022,,,,269121840,CYS,,05/18/22,N,NB17,Nestling,,,Y,,18.6,20.2,,3B00185205,"JL, MD",,,Feathered,,,
,2022,,,,269121841,CYW,,05/18/22,N,NB17,Nestling,,,Y,,18.4,20.6,,3B001826EC,"JL, MD",,,Feathered,,,
,2022,,,,269121842,CYG,,05/18/22,N,NB17,Nestling,,,Y,,19.7,20.3,,3B001872D3,"JL, MD",,,Feathered,,,
,2022,,,,269121868,CWN,,05/25/22,N,NB52,Nestling,,,Y,,19.4,19.6,,3B0018BADA,"AS#2, TT",,,(1 parent-unbanded) Feathered,,,
,2022,,,,269121843,CWY,,05/25/22,N,NB52,Nestling,,,Y,,16.8,19.5,,3B0018A8FB,"AS#2, TT",,,Feathered,,,
,2022,,,,269121844,CWR,,05/25/22,N,NB52,Nestling,,,Y,,18.3,20.6,,3B00188DDD,"AS#2, TT",,,Feathered,,,
,2022,,,,269121845,CWS,,05/25/22,N,NB52,Nestling,,,Y,,17.5,20.3,,3B00191686,"AS#2, TT",,,Feathered,,,
,2022,,,,269121846,CWG,,05/25/22,N,NB52,Nestling,,,Y,,17.3,-,,3B001925C6,"AS#2, TT",,,Feathered,,,
,2022,,,,269121847,CLB,,06/04/22,N,MN010,ASY,2,3,Y,,19.0,19.9,77.1,3B00189FDD,"TM, AS#2, TT",,,-,,,
,2022,,,,269121848,CRS,,06/23/22,N,MN011,JUV,1,1,Y,,26.8,19.8,75.0,3B001838E4,"TM, AS#2, TT",,,,,,
,2022,,,,269121849,CRW,,06/23/22,N,MN009,SY,3,1,Y,,28.4,20.0,74.1,3B0018ACD1,"TM, AS#2, TT",,Recap:  04JUL22 mn09 & 29JUL22 mn09,,,,
,2022,,,,269121850,CRG,,06/23/22,N,MN009,JUV,1,1,Y,,26.3,19.5,72.8,3B00183BAD,"TM, AS#2, TT",,,,,,
,2022,,,,269121851,CRN,,06/23/22,N,MN010,JUV,1,1,Y,,27.7,19.8,73.4,3B001892F3,"TM, AS#2, TT",,,,,,
,2022,,,,269121852,CTG,,07/04/22,N,MN009,JUV,1,1,-,,-,-,-,3B0018CBE2,"TM, AS#2, TT",,lost it during mass measurments ;(,,,,
,2022,,,,269121853,CYG,,07/29/22,N,F4,HY,1,1,Y,,16.9,19.5,74.6,3B0018AA7F,"TT, AS#2, TM",,,Found later: a repeat band combo,,,
,2022,,,,,CRG,,09/25/22,R,F13,,,,,,,,,,MS,,flew out,Found later: a repeat band combo,,,
,2022,,,,269121861,CBS,,09/25/22,N,F6,AHY,2,2,Y,,29.3 17.4,22.5,73.0,3B00188DE0,MH,,"omitted wing and tarsus because stressed. 7/3: in the same trap as PWW. 7/4/23: Flew away, still need measurements for 2023 season (besides tarsus and wing - in purple). 7/6: Fighting in feeder with PWL, took blood again, also redid weight measurement (red).","Wing and tarsus measured 5/26/23 (in purple), Blood taken 7/3/23 (in blue). Blood taken again 7/6/23.","5/26/23, 7/3/23, 7/4/23, 7/6/23, 7/29/23, 9/10/23","F6, FH, FJ, FI, FH, FH",
,2022,,,,,SST,,10/23/22,R,F6,,2.5,2,N,,29.4,19.3,78.0,,MS,,yay bird!,repeat band combo,,,
,2022,,,,244160954,YLT,,11/05/22,R,F6,,3,2-2.5,N,,27.2,20.3,,,,,recapture,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023,,,,2711-56784,SNL,,02/12/23,R,F4,ASY,3,3,N,,28.2,~20.17,~78,01103FE6E2,"MS, MH, AS",,not confident in tarsus or wing measurements,,,,
2,2023,,,,2691-21850,CRG,,02/12/23,R,F7,AHY,2,2,N,,22.9,~20.20,~68,3B00183BAD,"MS, MH, AS",,not confident in tarsus or wing measurements,repeat band combo,,,
3,2023,,,,2691-21867,CBW,,03/05/23,N,F4,AHY,2,2,N,,18.7,22.8,80.0,3B00187000,"AS, MH",,"Couldn't take blood, forgot blood box, measured other","More recent/confident measurements are further down, as are the recaptures.",7/4/2023,,
4,2023,,,,2691-21864,SLT,,04/16/23,N,NB12,Nestling,-,-,Y,,19.2,19.1,-,01103FDFE3,"JM, AS, MH, KA, KS, OS, JM",,,,,,
5,2023,,,,2691-21865,SLY,,04/16/23,N,NB12,Nestling,-,-,Y,,18.8,20.5,-,01103FE588,"JM, AS, MH, KA, KS, OS, JM",,,,,,
6,2023,,,,2691-21868,SLR,,04/16/23,N,NB12,Nestling,-,-,Y,,17.5,18.4,-,01103FD958,"JM, AS, MH, KA, KS, OS, JM",,,,,,
