,Year,Data Needed (see orange cell),Blood in Hand (ref. priority extraction sheet for location of sample) ,,Metal  # (highlighted yellow if missing data on this bird),Color Combo,Sex,Date,"Status (New,Previous year, It's Alive!!)",Location: Feeder/MistNet/NB,"Age (ASY,AHY,HY(Juv),Nestling)","Color crest (3blk,2drk grey,1light grey)","Color proximal lower mandible (3blk,2drk grey,1light grey)",Blood Taken,Feathers Taken,Mass (g),Tarsus (mm),Wing (mm),RFID #,Tarsus/wing  collected by,IA nestbox of origin,Notes,Other Notes,Recapture date,Recapture location,
,2019,,Yes,,244160905,SOL,,09/14/19,,Feeder 9,Adult,,,Yes,,18.6,-,,01103FBE00,,,Huge black crest,Caught in F9 on 1/25/20,,,
,2019,,Yes,,244160903,YGB,,09/14/19,,Feeder 4,Adult,,,Yes,,20.5,-,,01101750DB,,,Hard to bleed,,,,
,2019,,Yes,,244160904,YSO,,09/14/19,,Feeder 10,Juv/AHY (listed as juv/ASY),,,Yes,,16.6,-,,01101740DB,,,"Very aggressive, bit a lot; most likely a juv but could be older",,,,
,2019,,Yes,,244160906,YYS,,09/14/19,,Feeder 4,Adult,,,Yes,,18.3,-,,01103F5B82,,,"Held for a long time, didn't fly very far away when released; very vocal. Repeat catch @ Feeder 4 on 10/12, 8:12 am; recaught at F4, 10/19/19",,,,
,2019,,Yes,,244160907,YLY,,09/22/19,,Feeder 4,Adult,,,Yes,,19.1,-,,01103F5DAE,,,"Bloody mark above beak; very feathery; didn't bleed much, had to take blood from both wings. Re-catch @ Feeder 4 on 10/12, 8:41 am",Caught in F4 on 2/8/20,,,
,2019,,Yes,,244160909,SLW,,10/05/19,,Feeder 10,Juv/AHY (listed as juv/ASY),,,Yes,,19.6,-,,01103F7E48,,,-,Caught in F8 on 2/8/20,,,
,2019,,No,,244160908,YTY,,10/05/19,,Feeder 5,Juv/AHY (listed as juv/ASY),,,No,,17.4,-,,01103F7CC4,,,Escaped before blood sample,,,,
,2019,,Yes,,244160910,SBB,,10/26/19,,Feeder 12,? (Juv or Adult),,,Yes,,16.9,-,,01103F7155,,,-,,,,
,2019,,Yes,,244160911,SBR,,10/26/19,,Feeder 12,Adult,,,Yes,,17.2,-,,01103F5B0C,,,Very calm.,,,,
,2019,,Yes,,244160912,SRT,,11/16/19,,Feeder 9,Adult,,,Yes,,19.4,-,,01103FD266,,,Bled a lot. Aggressive. ,*blood was not refrigerated upon return to lab. Refrigerated 11/20,,,
,2019,,*yes,,244160913,YRW,,11/16/19,,Feeder 8,Adult,,,Yes,,17.5,-,,01103F7C3B,,,-,*blood was not refrigerated upon return to lab. Refrigerated 11/20; Caught in F8 on 2/8/20,,,
,2019,,Yes,,244160915,YTS,,11/16/19,,Feeder 8,Juv/AHY (listed as juv/ASY),,,Yes,,17.5,-,,01103F8A47,,,Trouble bleeding. Bad hematoma on both wings. Right wing would not bleed until multiple attempts. Marked down for recapture & bleeding. Bled 4/17/21,,,,4/17/21 NB53
,2019,,No,,244160914,YWB,,11/16/19,,Feeder 8,Adult,,,No,,18.9,-,,01103F74AE,,,Trouble bleeding/small veins. Bad hematoma on right and left wings. Marked down for recapture & bleeding. ,,,,
,2019,,No,,244160916,S,,11/23/19,,Feeder 9,Juv,,,No,,19.6,-,,01103F7604,,,"Very vocal, difficult to bleed, hesitant to fly away",,,,
,2019,,***/yes,,244160917,YPG,,11/23/19,,Feeder 9,Juv,,,Yes,,17.2,-,,01103F5023,,,,,,,
,2020,,No,,244160919,SWS,,01/25/20,,Feeder 4,Adult,,,No,,16.4,-,,01103FD65F,,,"""play dead""; dark gray crest",,,,
,2020,,Yes,,244160918,SWY,,01/25/20,,Feeder 8,Adult,,,Yes,,30.83 (weighed with tube),-,,01103F40C4,,,Re-captured 1/16/21,caught again in F4 2/15/20; in F8 2/8/20,,,
,2020,,Yes,,244160920,STW,,02/08/20,,Feeder 4,Adult,,,Yes,,16.8,19.1,,01103F8E3A,,,,,,,
,2020,,Yes,,244160921,YWW,,02/08/20,,Feeder 4,Adult,,,Yes,,19.0,19.8,,011016FAEA,,,Had a hard time flying to the tree afterwards; failed to bleed both have labeled centrifuge tube,,,,5/2/2021 NB7
,2020,,Yes,,244160922,YWR,,02/08/20,,Feeder 12,Adult,,,Yes,,20.6,-,,011016FACA,,,Caught in mistnet during BIO3301 field trip on 4/10/21; bled again as demonstration,,,,4/10/21 (mistnet near NB22+23)
,2020,,Yes,,244160923,SRY,,02/08/20,,Feeder 12,Adult,,,Yes,,17.9,-,,01103F4BE0,,,good bleed,,,,
,2020,,Yes,,244160924,SOY,,02/08/20,,Feeder 12,Adult,,,Yes,,-,20.9,,01103FC46F,,,"lost before weighing, really pissy and loud",,,,
,2020,,Yes,,244160925,SRY,,02/15/20,,Feeder 12,Adult,,,Yes,,17.6,23.4,,01103F7E45,,,did not get a lot of blood; bled again on 4/17/21,,,,4/17/21 NB63
,2020,,Yes,,244160926,SLG,,02/22/20,,Feeder 14,Adult,,,Yes,,20.0,-,,01103F5BD3,,,Not able to take tarsus,,,,
,2020,,No,,244160927,SBO,,02/22/20,,Feeder 14,Adult,,,No,,18.1,29.7*,,01103F8C40,,,"*tarsus size may not be right, it was very big; very squirmy rather quiet, needs to bleed",,,,
,2020,,No,,244160928,SRG,,02/22/20,,Feeder 14,Adult,,,No,,18.0,21.8,,01103FAAA7,,,did not bleed well,,,,
,2020,,No,,-,SRY,,02/22/20,,Feeder12,-,,,No,,-,,,-,,,"tried bleeding both arms, but unsuccessful",,,,
,2020,,No,,244160438,YBL,,09/19/20,,Feeder 3,Adult,,,Yes,,20.1,-,,01103F58A8,,,*Band duplicate with 244160942,,,,
,2020,,No,,244160929,YGY,,09/19/20,,Feeder 8,Adult,,,Yes,,19.7,-,,01103F826D,,,"Lot of blood. Recaught @ F9 2/6/21, Trapped with YOS. Killed/seriously injured YOS",,,,
,2020,,No,,244150930,YOS,,09/19/20,,Feeder 8,Juv/AHY (listed as juv/ASY),,,No,,16.9,-,,01103F40DF,,,"Didn't bleed, but did defecate. Recaught @ F9 2/6/21. Seriously injured, very low chance of survival",,,,
,2020,,Yes,,244160940,YRS,,09/19/20,,Feeder 3,Adult,,,Yes,,16.5,-,,01103F7ACD,,,Recaught on 05/06/2021,,,,
,2020,,Yes,,244160932,YTR,,09/19/20,,Feeder 3,Juv,,,No*,,18.9,-,,01103F7CAA,,,"*Blood taken on different day, blood in hand",,,,
,2020,,Yes,,244160933,YTT,,09/19/20,,Feeder 1,Juv,,,Yes,,19.7,-,,01103F6158,,,,,,,
,2020,,Yes* (number and date worn off but likely this sample),,244160931,YYL,,09/19/20,,Feeder 8,Adult,,,Yes,,18.4,-,,01103F3BBA,,,Only little bit of blood,,,,
,2020,,Yes,,244160936,SOG,,09/26/20,,Feeder 3,A/ASY,,,Y,,19.5,20.0,,01103FA5DF,,,*Band duplicate with 244160958,,,,
,2020,,Yes,,244160935,SBL,,09/26/20,,Feeder 3,-,,,Y,,19.0,-,,01103F5D4C,,,,,,,
,2020,,Yes,,244160937,YTT,,09/26/20,,Feeder 8,Juv,,,N*,,18.0,20.2,,01103F6F8B,,,"Band duplicate, blood taken but tube was lost. might have bled 10/24/2020, but not sure. Bleed again to be sure",,,,
,2020,,Yes,,244160934,SYL,,09/26/20,,Feeder 3,Juv,,,Y,,16.4,19.2,,01103F7E43,,,"Bird was recaught on 3/6/21, was missing a G band from original SGS combo, could not find the bird in a data sheet, changed combo to SYL, took extra blood sample.",,,,
,2020,,Yes,,244160939,SLO,,09/26/20,,Feeder 1,Juv,,,Y,,17.7,19.3,,01103FA3E0,,,*Band duplicate with 244160956,,,,
,2020,,Yes,,244160941,YLT,,10/03/20,,-,-,,,Y,,18.6,21.5,,01103F4024,,,,,,,
,2020,,No,,244160942,YBL,,10/24/20,,Feeder 9,Adult,,,No,,20.0,21.3,,0110174E45,,,*Band duplicate with 244160438,,,,
,2020,,Yes,,244160943,YWT,,11/07/20,,Feeder 17,Adult,,,Yes,,16.8,22.3,,01103F4899,,,*Duplicate band,,,,
,2021,,Yes,,244160944,SSS,,01/30/21,N,Feeder 14,Adult,,,No,,19.9,18.6,,01103F9BE4,,,Shaking alot/seems stressed,"Added to this sheet as not having Blood, but in paper sheet says there is blood - need to verify in fridge.",,,05/02/21 NB 16
,2021,,Yes,,244160945,SYT,,01/30/21,N,Feeder 14,Adult,,,Y,,20.1,22.5,,01103F741F,,,Recaught 2/6/21 @ F14,,,,
,2021,,Yes,,244160946,YRB,,02/06/21,N,Feeder 9,SY (listed as juv),,,Y,,17.2,19.3,,0110174E7C,,,"Very young, grey crest, Bled alot, *Band duplicate",,,,
,2021,,Yes,,244160947,YWL,,02/06/21,N,Feeder 9,Adult/ASY,,,Y,,19.9,20.6,,011016FEE5,,,Fought alot. Looked young,,,,
,2021,,Yes,,244160948,SYW,,02/06/21,N,Feeder 14,SY (listed as juv),,,Y,,18.3,22.0,,01103FA1F9,,,Looks very young,Recapture data is below (7/10/23),,,
,2021,,Yes,,244160949,STS,,02/06/21,N,Feeder 15,Adult,,,Y,,18.6,20.9,,01103F8C99,,,,,,,
,2021,,Yes,,244160951,YTY,,03/06/21,N,Feeder 4,adult,,,Yes,,19.1,22.7,,0110171607,,,Band is a duplicate.,,,,
,2021,,Yes,,244160952,SSR,,03/06/21,N,Feeder 4,adult,,,Yes,,19.7,20.3,,01103F836E,,,,,,,
,2021,,Yes,,244160953,SLB,,03/06/21,N,Feeder %,adult,,,Yes,,18.4,20.1,,01103F57CE,,,,,,,
,2021,,Yes,,244160954,YTL,,04/10/21,N,NB19,Adult/ASY,,,Yes,,16.9,19.9,,01103F56A4,,,Caught on field trip with snap trap along with another parent; as of 4/17 parents likely abandoned as all chicks were found dead in nest,,,,
,2021,,,,244160922,YWR,,04/10/21,P,mistnet near NB22&23,ASY,,,,,,,,,,,,,,,
,2021,,Yes,,244160955,SSG,,04/17/21,N,NB17,ASY,,,Yes,,16.4,18.9,,01103F53F1,,,,,,,05/31/21
,2021,,Yes,,244160956,SLO,,04/17/21,N,NB65,ASY,,,Yes,,19.0,21.0,,01103F8A54,,,Stress molted all of tail; probably male - crest black and huge,*Band duplicate with 244160939,,,
,2021,,Yes,,244160957,SLS,,04/17/21,N,NB51,ASY,,,Yes,,16.0,19.8,,01103F50EB,,,Stressed on release,,,,
,2021,,Yes,,244160958,SOG,,04/17/21,N,NB66,ASY,,,Yes,,17.4,19.3,,01103F5AAF,,,"Small, grey crest",*Band duplicate with 244160936,,,
,2021,,,,244160915,YTS,,04/17/21,P,NB53,ASY,,,,,,,,,,,,,,,
,2021,,,,244160925,SRY,,04/17/21,P,NB63,ASY,,,,,,,,,,,,,,,
,2021,,,,244160959,SWW,,04/21/21,N,NB10,ASY,,,N,,-,-,,01103FDDFD,TM,,"incubating when opened box, forgot blood",,,,
,2021,,,,244102049,SRW,,04/21/21,P,NB64,ASY,,,,,,,,,,,,,,,
,2021,,Yes,,244160960,WG,,04/21/21,N,NB10,Nestling,,,Y,,-,,,,TM,,also caught and banded adult incubating  this bird died before fledging ,,,,
,2021,,yes,,244160961,RTR,,04/21/21,N,NB23,Nestling,,,Y,,19.4,,,01103F78FD,TM,,,,,,
,2021,,yes,,244160962,RTO,,04/21/21,N,NB23,Nestling,,,Y,,18.3,,,01103F8A7A,TM,,,,,,
,2021,,yes,,244160964,RTT,,04/21/21,N,NB23,Nestling,,,Y,,18.0,,,01103FCE4E,TM,,,,,,
,2021,,yes,,244160965,RTB,,04/21/21,N,NB23,Nestling,,,Y,,18.0,,,01103FB3ED,TM,,not much blood,,,,
,2021,,Yes,,244160963,RTY,,04/21/21,N,NB23,Nestling,,,Y,,17.5,,,01103F5F66,TM,,,,,,
,2021,,Yes,,244160971,RBR,,04/21/21,N,NB25,Nestling,,,Y,,21.2,,,01103FD315,TM,,,,,,
,2021,,yes,,244160966,RBC,,04/21/21,N,NB25,Nestling,,,Y,,18.6,,,01103FDE18,TM,,,,,,
,2021,,yes,,244160967,RBY,,04/21/21,N,NB25,Nestling,,,Y,,20.7,,,01103FD11A,TM,,,,,,
,2021,,yes,,244160968,RLL,,04/21/21,N,NB64,Nestling,,,Y,,18.1,,,0110171091,TM,,,,,,
,2021,,Yes,,244160969,RLW,,04/21/21,N,NB64,Nestling,,,Y,,18.0,,,01103F6C4C,TM,,,,,,
,2021,,Yes,,244160970,RLO,,04/21/21,N,NB64,Nestling,,,Y,,18.0,,,01103FB6E5,TM,,,,,,
,2021,,yes,,244160972,RLG,,04/21/21,N,NB64,Nestling,,,Y,,16.8,,,01103FC472,TM,,,,,,
,2021,,yes,,244160973,RLS,,04/21/21,N,NB64,Nestling,,,Y,,19.0,,,01103F7F97,TM,,,,,,
,2021,,yes,,244160974,RLR,,04/21/21,N,NB64,Nestling,,,Y,,18.9,,,01103F4257,TM,,,,,,
,2021,,Yes,,244160983,ROT,,04/22/21,N,NB53,Nestling,,,Y,,21.0,,,01103F9823,TM,,,,,,
,2021,,yes,,244160982,ROL,,04/22/21,N,NB53,Nestling,,,Y,,18.3,,,01103F5EBC,TM,,,,,,
,2021,,Yes,,244160984,RON,,04/22/21,N,NB53,Nestling,,,Y,,19.7,,,01103F7DA0,TM,,,,,,
,2021,,yes,,244160986,ROW,,04/22/21,N,NB53,Nestling,,,Y,,17.7,,,01103F8174,TM,,,,,,
,2021,,Yes,,244160985,ROY,,04/22/21,N,NB53,Nestling,,,Y,,18.6,,,01103F4C2F,TM,,,,,,
,2021,,yes,,244160987,ROR,,04/22/21,N,NB53,Nestling,,,Y,,19.6,,,01103F3EDD,TM,,Number written on the side is incorrect!,,,,
,2021,,yes,,244160988,ROS,,04/22/21,N,NB53,Nestling,,,Y,,19.4,,,01103F40EE,TM,,,,,,
,2021,,yes,,244160989,OB,,04/22/21,N,NB53,Nestling,,,Y,,13.7,,,,TM,,runt one third size of others,,,,
,2021,,yes,,244160975,RWB,,04/22/21,N,NB17,Nestling,,,Y,,20.4,,,01103F533B,TM,,,,,,
,2021,,yes,,244160976,RWY,,04/22/21,N,NB17,Nestling,,,Y,,18.8,,,01103F8D1C,TM,,,,,,
,2021,,yes,,244160977,RWT,,04/22/21,N,NB17,Nestling,,,Y,,17.7,,,01103F8D88,TM,,,,,,
,2021,,yes,,244160978,RWO,,04/22/21,N,NB17,Nestling,,,Y,,17.7,,,01103FAC13,TM,,,,,,
,2021,,yes,,244160979,RYW,,04/22/21,N,NB18,Nestling,,,Y,,18.1,,,01103F3D2B,TM,,,,,,
,2021,,yes,,244160980,RYY,,04/22/21,N,NB18,Nestling,,,Y,,18.5,,,01103FAF92,TM,,,,,,
,2021,,yes,,244160981,RYB,,04/22/21,N,NB18,Nestling,,,Y,,18.7,,,01103F4F20,TM,,,,,,
,2021,,Yes,,244160998,RRO,,04/23/21,N ,NB51,Nestling,,,Y,Y,18.0,,,01103FA8A2,TM,,,,,,
,2021,,yes,,244160999,RRN,,04/23/21,N,NB51,Nestling,,,Y,,18.3,,,01103F415A,TM,,,,,,
,2021,,Yes,,244161000,RNN,,04/23/21,N,NB98,Nestling,,,Y,,18.0,,,01103FD1C9,TM,,,,,,
,2021,,Yes,,244102101,RNR,,04/23/21,N,NB98,Nestling,,,Y,,18.3,,,01103FCDAA,TM,,broke off halux,,,,
,2021,,yes,,244102102,RNO,,04/23/21,N,NB98,Nestling,,,Y,,16.9,,,01103F7BB8,TM,,only 4mm blood,,,,
,2021,,yes,,244102103,RNY,,04/23/21,N,NB98,Nestling,,,Y,,19.2,,,01103F9728,TM,,,,,,
,2021,,Yes,,244102104,RNT,,04/23/21,N,NB98,Nestling,,,Y,,17.5,,,01103F898D,TM,,the 4 is hard to read on band,,,,
,2021,,yes,,244102105,RNB,,04/23/21,N,NB98,Nestling,,,Y,,18.4,,,01103F40FE,TM,,,,,,
,2021,,,,244160990,RSO,,04/23/21,N,NB15,Nestling,,,Y,,16.6,,,01103FC685,TM,,,,,,
,2021,,Yes,,244160991,RSL,,04/23/21,N,NB15,Nestling,,,Y,,17.2,,,01103F7369,TM,,,,,,
,2021,,yes,,244160992,RSR,,04/23/21,N,NB15,Nestling,,,Y,,15.9,,,01103F8D11,TM,,only half of wanted blood ,,,,
,2021,,yes,,244160993,RSY,,04/23/21,N,NB15,Nestling,,,Y,,16.8,,,01103FAB5B,TM,,,,,,
,2021,,Yes,,244160994,RRR,,04/23/21,N,NB57,Nestling,,,Y,,17.3,,,01103F6199,TM,,,,,,
,2021,,yes,,244160995,RRY,,04/23/21,N,NB57,Nestling,,,Y,,19.0,,,01103F7426,TM,,,,,,
,2021,,Yes,,244160996,RRG,,04/23/21,N,NB57,Nestling,,,Y,,18.5,,,01103F715D,TM,,,,,,
,2021,,Yes,,244160997,RRL,,04/23/21,N,NB57,Nestling,,,Y,,20.3,,,01103F9C76,TM,,,,,,
,2021,,Yes,,244102119,SGB,,04/25/21,N,NB24,Nestling,,,y,,17.9,,,01103FDD96,TM,,,,,,
,2021,,Yes,,244102121,SGS,,04/25/21,N,NB24,Nestling,,,y,,17.3,,,01103FD85C,TM,,,,,,
,2021,,yes,,244102122,SGN,,04/25/21,N,NB24,Nestling,,,y,,17.8,,,01103FDB23,TM,,,,,,
,2021,,Yes,,244102123,SGW,,04/25/21,N,NB24,Nestling,,,y,,17.8,,,01103FE7CD,TM,,,,,,
,2021,,yes,,244102124,SGG,,04/25/21,N,NB24,Nestling,,,y,,17.0,,,01103FDEDF,TM,,,,,,
,2021,,Yes,,244102125,SGT,,04/25/21,N,NB24,Nestling,,,y,,18.7,,,01103FE290,TM,,,,,,
,2021,,Yes,,244102115,SSB,,04/25/21,N,NB66,Nestling,,,Y,,20.3,,,01103FE698,TM,,,,,,
,2021,,Yes,,244102116,SSS,,04/25/21,N,NB66,Nestling,,,Y,,18.5,,,01103FDE80,TM,,,,,,
,2021,,Yes,,244102117,SSN,,04/25/21,N,NB66,Nestling,,,Y,,16.2,,,01103FDC49,TM,,,,,,
,2021,,Yes,,244102118,SSW,,04/25/21,N,NB66,Nestling,,,Y,,18.2,,,01103FE59A,TM,,,,,,
,2021,,Yes,,244102120,SSG,,04/25/21,N,NB66,Nestling,,,Y,,18.4,,,01103FE275,TM,,,,,,
,2021,,Yes,,244102111,STS,,04/25/21,N,NB65,Nestling,,,Y,,17.1,,,01103FE1D7,TM,,wrote 26th on blood ,,,,
,2021,,Yes,,244102112,STN,,04/25/21,N,NB65,Nestling,,,Y,,17.0,,,01103FE6B8,TM,,wrote 26th on blood ,,,,
,2021,,Yes,,244102113,STW,,04/25/21,N,NB65,Nestling,,,Y,,18.4,,,01103FDDFF,TM,,wrote 26th on blood ,,,,
,2021,,yes,,244102114,STG,,04/25/21,N,NB65,Nestling,,,Y,,18.5,,,01103FE6A0,TM,,wrote 26th on blood ,,,,
,2021,,Yes,,244102106,RBB,,04/25/21,N,NB63,Nestling,,,Y,,18.4,,,01103FC73B,TM,,wrote 26th on blood ,,,,
,2021,,Yes,,244102107,RBS,,04/25/21,N,NB63,Nestling,,,Y,,17.9,,,01103FAAA0,TM,,wrote 26th on blood ,,,,
,2021,,Yes,,244102109,RBN,,04/25/21,N,NB63,Nestling,,,Y,,18.1,,,01103F8EA2,TM,,wrote 26th on blood ,,,,
,2021,,yes,,244102199,RBW,,04/25/21,N,NB63,Nestling,,,Y,,17.8,,,01103F589C,TM,,wrote 26th on blood ,,,,
,2021,,Yes,,244102108,RBG,,04/25/21,N,NB63,Nestling,,,Y,,17.6,,,01103F53F4,TM,,wrote 26th on blood ,,,,
,2021,,Yes,,244102110,RBO,,04/25/21,N,NB63,Nestling,,,Y,,17.0,,,01103FCF07,TM,,wrote 26th on blood ,,,,
,2021,,Yes,,244102134,YWG,,04/28/21,N,NB70,Nestling,,,Y,,18.4,,,01103F3F3B,TM,,,,,,
,2021,,yes,,244102135,YWT,,04/28/21,N,NB70,Nestling,,,Y,,18.3,,,01103F487F,TM,,,,,,
,2021,,yes,,244102136,YWL,,04/28/21,N,NB70,Nestling,,,Y,,19.3,,,01103F71F1,TM,,,,,,
,2021,,yes,,244102137,YWY,,04/28/21,N,NB70,Nestling,,,Y,,19.6,,,01103F6E37,TM,,,,,,
,2021,,yes,,244102138,YWO,,04/28/21,N,NB70,Nestling,,,Y,,20.1,,,01103F5DA9,TM,,,,,,
,2021,,Yes,,244102139,YWR,,04/28/21,N,NB70,Nestling,,,Y,,19.3,,,01103F4037,TM,,,,,,
,2021,,Yes,,244102126,YBB,,04/28/21,N,NB28,Nestling,,,Y,,18.8,,,01103F7768,TM,,,,,,
,2021,,Yes,,244102127,YBS,,04/28/21,N,NB28,Nestling,,,Y,,18.3,,,01103F5C55,TM,,,,,,
,2021,,Yes,,244102128,YBN,,04/28/21,N,NB28,Nestling,,,Y,,18.0,,,01103F7ADE,TM,,,,,,
,2021,,yes,,244102129,YBW,,04/28/21,N,NB28,Nestling,,,Y,,18.9,,,01103F4F8C,TM,,,,,,
,2021,,yes,,244102130,YSB,,04/28/21,N,NB30,Nestling,,,Y,,18.0,,,01103F8ABA,TM,,,,,,
,2021,,Yes,,244102131,YSS,,04/28/21,N,NB30,Nestling,,,Y,,19.0,,,01103F53CD,TM,,,,,,
,2021,,Yes,,244102132,YSW ,,04/28/21,N,NB30,Nestling,,,Y,,19.3,,,01103F51B2,TM,,,,,,
,2021,,Yes,,244102133,YST,,04/28/21,N,NB30,Nestling,,,Y,,17.3,,,01103F4355,TM,,,,,,
,2021,,yes,,244102145,YGB,,04/29/21,N,NB7,Nestling,,,Y,,18.0,,,01103F431F,"MAS, JL, MD",,,,,,
,2021,,yes,,244102146,YGS,,04/29/21,N,NB7,Nestling,,,Y,,19.3,,,011016FE7D,"MAS, JL, MD",,Bleeder,,,,
,2021,,yes,,244102147,YGW,,04/29/21,N,NB7,Nestling,,,Y,,18.5,,,01103F7A0D,"MAS, JL, MD",,,,,,
,2021,,yes,,244102148,YGG,,04/29/21,N,NB7,Nestling,,,Y,,18.2,,,01103F8834,"MAS, JL, MD",,,,,,
,2021,,,,244102149,YGL,,04/29/21,N,NB7,Nestling,,,Y,,19.8,,,01103F53FE,"MAS, JL, MD",,Really didn't want to bleed,,,,
,2021,,yes,,244102150,YGT,,04/29/21,N,NB7,Nestling,,,Y,,17.7,,,01103F8829,"MAS, JL, MD",,,,,,
,2021,,yes,,244102151,YRB,,04/29/21,N,NB45,Nestling,,,Y,,18.5,,,01103F3D61,"MAS, JL, MD",,"Screaming, Parents mad",,,,
,2021,,yes,,244102152,YRS,,04/29/21,N,NB45,Nestling,,,Y,,18.4,,,01103F5DAA,"MAS, JL, MD",,Both parents heard but not seen,,,,
,2021,,yes,,244102153,YRW,,04/29/21,N,NB45,Nestling,,,Y,,19.3,,,01103F83D1,"MAS, JL, MD",,"didnt bleed much, Mites?",,,,
,2021,,yes,,244102140,YYB,,04/29/21,N,NB2,Nestling,,,Y,,15.7,,,0110171286,TM,,,,,,
,2021,,yes,,244102141,YYS,,04/29/21,N,NB2,Nestling,,,Y,,18.2,,,01101704F0,TM,,,,,,
,2021,,yes,,244102142,YYW,,04/29/21,N,NB2,Nestling,,,Y,,17.5,,,01101749EB,TM,,,,,,
,2021,,yes,,244102143,YYT,,04/29/21,N,NB2,Nestling,,,Y,,15.1,,,01101746B4,TM,,,,,,
,2021,,yes,,244102144,YYL,,04/29/21,N,NB2,Nestling,,,Y,,17.3,,,0110173E44,TM,,,,,,
,2021,,yes,,244102162,YSG,,05/02/21,N,NB55,Nestling,,,Y,,18.4,,,0110174D7B,,,,,,,
,2021,,yes,,244102167,YNB,,05/02/21,N,NB72,Nestling,,,Y,,16.7,,,011016FF2E,,,,,,,
,2021,,Yes,,244102169,YNS,,05/02/21,N,NB72,Nestling,,,Y,,17.9,,,011016FD65,,,,,,,
,2021,,yes,,244102168,YNN,,05/02/21,N,NB72,Nestling,,,Y,,17.0,,,011016FBE5,,,,,,,
,2021,,Yes,,244102164,YNW,,05/02/21,N,NB72,Nestling,,,Y,,17.4,,,01103F6CA4,,,,,,,
,2021,,yes,,244102163,YNG,,05/02/21,N,NB72,Nestling,,,Y,,18.1,,,011016FAE6,,,,,,,
,2021,,yes,,244102165,YNT,,05/02/21,N,NB72,Nestling,,,Y,,17.5,,,0110174D44,,,,,,,
,2021,,yes,,244102166,YNL,,05/02/21,N,NB72,Nestling,,,Y,,17.2,,,011016FDE3,,,,,,,
,2021,,yes,,244102154,SGG,,05/02/21,N,NB4,ASY,2,3,Y,,,,,01103FE701,,,,,,,
,2021,,yes (double?),,244102155,STW,,05/02/21,N,NB96,ASY,2,3,Y,,,,,01103FE300,,,,,,,
,2021,,,,244160921,YWW,,05/02/21,P,NB7,ASY,,,,,,,,,,,,,,,
,2021,,,,244160944,SSS,,05/02/21,R,NB16,,,,,,,,,,,,,,,,
,2021,,Yes,,244102156,YWS,,05/02/21,N,NB13,Nestling,,,Y,,16.9,,,01103F5733,,,,,,,
,2021,,Yes,,244102157,YWN,,05/02/21,N,NB13,Nestling,,,Y,,17.5,,,01103F899F,,,,,,,
,2021,,yes,,244102158,YSL,,05/02/21,N,NB55,Nestling,,,Y,,16.3,,,01103F6CBA,,,,,,,
,2021,,yes,,244102159,YSY,,05/02/21,N,NB55,Nestling,,,Y,,16.9,,,01103F525F,,,,,,,
,2021,,yes,,244102160,YSO,,05/02/21,N,NB55,Nestling,,,Y,,16.8,,,01103F43E1,,,,,,,
,2021,,yes,,244102161,YSR,,05/02/21,N,NB55,Nestling,,,Y,,17.4,,,01103F8019,,,,,,,
,2021,,yes,,244102176,YTB,,05/05/21,N,NB85,Nestling,,,Y,,18.4,,,0110171A4A,,,,,,,
,2021,,yes,,244102177,YTS,,05/05/21,N,NB85,Nestling,,,Y,,19.0,,,0110170A89,,,,,,,
,2021,,Yes,,244102178,YTN,,05/05/21,N,NB85,Nestling,,,Y,,20.5,,,011016FE5C,,,,,,,
,2021,,Yes,,244102179,YTW,,05/05/21,N,NB85,Nestling,,,Y,,18.9,,,01101747CA,,,,,,,
,2021,,yes,,244102180,YTG,,05/05/21,N,NB85,Nestling,,,Y,,17.7,,,,,,"no RFID, too small, yellow band put on instead",,,,
,2021,,Yes,,244102170,YBG,,05/05/21,N,NB91,Nestling,,,Y,,18.1,,,011017395C,AS,,,,,,
,2021,,yes,,244102171,YBT,,05/05/21,N,NB91,Nestling,,,Y,,20.0,,,01103F6239,AS,,,,,,
,2021,,yes,,244102172,YBY,,05/05/21,N,NB91,Nestling,,,Y,,19.6,,,01103F545C,AS,,,,,,
,2021,,Yes,,244102173,YBL,,05/05/21,N,NB91,Nestling,,,Y,,18.3,,,0110174D99,AS,,,,,,
,2021,,Yes,,244102174,YBO,,05/05/21,N,NB91,Nestling,,,Y,,18.6,,,011017048B,AS,,,,,,
,2021,,yes,,244102175,YBR,,05/05/21,N,NB91,Nestling,,,Y,,18.5,,,0110174F4B,AS,,,,,,
,2021,,yes,,244102181,YOB,,05/05/21,N,NB16,Nestling,,,Y,,18.0,,,01103F43DA,AS,,,,,,
,2021,,yes,,244102182,YOS,,05/05/21,N,NB16,Nestling,,,Y,,18.2,,,01103F616C,AS,,,,,,
,2021,,yes,,244102183,YON,,05/05/21,N,NB16,Nestling,,,Y,,19.8,,,01103F76BE,AS,,,,,,
,2021,,yes,,244102184,YOW,,05/05/21,N,NB16,Nestling,,,Y,,19.5,,,01103F6AC1,AS,,,,,,
,2021,,yes,,244102185,YOG,,05/05/21,N,NB16,Nestling,,,Y,,18.8,,,01103F77F4,AS,,,,,,
,2021,,yes,,244102186,YOT,,05/05/21,N,NB16,Nestling,,,Y,,19.6,,,01103F5719,AS,,,,,,
,2021,,,,244102192,YYS,,05/06/21,N,NB74,Nestling,,,Y,,15.7,,,01103F53DF,TM,,,,,,
