"Season1","Season2","ARI"
"Pre Nesting 09-10 2025_Communities","04-05 2026_Communities",0.53585126438276
"Pre Nesting 09-10 2025_Communities","Summer 2026_Communities",0.883573934702842
"04-05 2026_Communities","Summer 2026_Communities",0.622176529285477
